,Time,Protocol,seq
0,4.569871,UDP1.VIDEO_REX_REQ_V3,822
1,4.60356,UDP1.VIDEO4_ARQ_RES,822
2,4.621896,UDP1.VIDEO_REX_REQ_V3,824
3,4.621896,UDP1.VIDEO_REX_REQ_V3,825
4,4.621896,UDP1.VIDEO_REX_REQ_V3,826
5,4.621896,UDP1.VIDEO_REX_REQ_V3,827
6,4.655489,UDP1.VIDEO4_ARQ_RES,824
7,4.655489,UDP1.VIDEO4_ARQ_RES,825
8,4.655489,UDP1.VIDEO4_ARQ_RES,826
9,4.655489,UDP1.VIDEO4_ARQ_RES,827
10,4.694521,UDP1.VIDEO_REX_REQ_V3,829
11,4.694521,UDP1.VIDEO_REX_REQ_V3,830
12,4.694521,UDP1.VIDEO_REX_REQ_V3,831
13,4.694521,UDP1.VIDEO_REX_REQ_V3,832
14,4.694521,UDP1.VIDEO_REX_REQ_V3,833
15,4.7259459999999995,UDP1.VIDEO4_ARQ_RES,829
16,4.7259459999999995,UDP1.VIDEO4_ARQ_RES,830
17,4.7259459999999995,UDP1.VIDEO4_ARQ_RES,831
18,4.7259459999999995,UDP1.VIDEO4_ARQ_RES,832
19,4.7259459999999995,UDP1.VIDEO4_ARQ_RES,833
20,4.770823,UDP1.VIDEO_REX_REQ_V3,822
21,4.796005999999999,UDP1.VIDEO_REX_REQ_V3,835
22,4.796005999999999,UDP1.VIDEO_REX_REQ_V3,836
23,4.8040389999999995,UDP1.VIDEO4_ARQ_RES,822
24,4.8209349999999995,UDP1.VIDEO_REX_REQ_V3,824
25,4.8209349999999995,UDP1.VIDEO_REX_REQ_V3,825
26,4.8209349999999995,UDP1.VIDEO_REX_REQ_V3,826
27,4.8209349999999995,UDP1.VIDEO_REX_REQ_V3,827
28,4.8209349999999995,UDP1.VIDEO_REX_REQ_V3,840
29,4.8209349999999995,UDP1.VIDEO_REX_REQ_V3,841
30,4.8209349999999995,UDP1.VIDEO_REX_REQ_V3,844
31,4.8209349999999995,UDP1.VIDEO_REX_REQ_V3,845
32,4.824205,UDP1.VIDEO4_ARQ_RES,835
33,4.824205,UDP1.VIDEO4_ARQ_RES,836
34,4.846502,UDP1.VIDEO_REX_REQ_V3,822
35,4.856578,UDP1.VIDEO4_ARQ_RES,824
36,4.856578,UDP1.VIDEO4_ARQ_RES,825
37,4.856666000000001,UDP1.VIDEO4_ARQ_RES,826
38,4.856666000000001,UDP1.VIDEO4_ARQ_RES,827
39,4.856667,UDP1.VIDEO4_ARQ_RES,840
40,4.856667,UDP1.VIDEO4_ARQ_RES,841
41,4.856667,UDP1.VIDEO4_ARQ_RES,844
42,4.856667,UDP1.VIDEO4_ARQ_RES,845
43,4.871169999999999,UDP1.VIDEO_REX_REQ_V3,835
44,4.87669,UDP1.VIDEO4_ARQ_RES,822
45,4.895884,UDP1.VIDEO_REX_REQ_V3,827
46,4.895884,UDP1.VIDEO_REX_REQ_V3,830
47,4.895884,UDP1.VIDEO_REX_REQ_V3,831
48,4.895884,UDP1.VIDEO_REX_REQ_V3,832
49,4.895884,UDP1.VIDEO_REX_REQ_V3,840
50,4.895884,UDP1.VIDEO_REX_REQ_V3,841
51,4.895884,UDP1.VIDEO_REX_REQ_V3,847
52,4.895884,UDP1.VIDEO_REX_REQ_V3,848
53,4.903283,UDP1.VIDEO4_ARQ_RES,835
54,4.922991000000001,UDP1.VIDEO_REX_REQ_V3,822
55,4.927316,UDP1.VIDEO4_ARQ_RES,827
56,4.927316,UDP1.VIDEO4_ARQ_RES,830
57,4.927316,UDP1.VIDEO4_ARQ_RES,831
58,4.927316,UDP1.VIDEO4_ARQ_RES,832
59,4.927316,UDP1.VIDEO4_ARQ_RES,840
60,4.927316,UDP1.VIDEO4_ARQ_RES,841
61,4.927316,UDP1.VIDEO4_ARQ_RES,847
62,4.927316,UDP1.VIDEO4_ARQ_RES,848
63,4.955316000000001,UDP1.VIDEO4_ARQ_RES,822
64,4.9721589999999996,UDP1.VIDEO_REX_REQ_V3,827
65,4.9721589999999996,UDP1.VIDEO_REX_REQ_V3,830
66,4.9721589999999996,UDP1.VIDEO_REX_REQ_V3,831
67,4.9721589999999996,UDP1.VIDEO_REX_REQ_V3,832
68,4.9721589999999996,UDP1.VIDEO_REX_REQ_V3,840
69,4.9721589999999996,UDP1.VIDEO_REX_REQ_V3,847
70,4.9721589999999996,UDP1.VIDEO_REX_REQ_V3,848
71,4.9721589999999996,UDP1.VIDEO_REX_REQ_V3,851
72,4.9721589999999996,UDP1.VIDEO_REX_REQ_V3,852
73,4.9721589999999996,UDP1.VIDEO_REX_REQ_V3,854
74,4.9721589999999996,UDP1.VIDEO_REX_REQ_V3,856
75,4.9721589999999996,UDP1.VIDEO_REX_REQ_V3,857
76,4.997401,UDP1.VIDEO_REX_REQ_V3,822
77,5.003318,UDP1.VIDEO4_ARQ_RES,827
78,5.003318,UDP1.VIDEO4_ARQ_RES,830
79,5.003318,UDP1.VIDEO4_ARQ_RES,831
80,5.003318,UDP1.VIDEO4_ARQ_RES,832
81,5.003318,UDP1.VIDEO4_ARQ_RES,840
82,5.003318,UDP1.VIDEO4_ARQ_RES,847
83,5.003318,UDP1.VIDEO4_ARQ_RES,848
84,5.003318,UDP1.VIDEO4_ARQ_RES,851
85,5.003349,UDP1.VIDEO4_ARQ_RES,852
86,5.003349,UDP1.VIDEO4_ARQ_RES,854
87,5.003349,UDP1.VIDEO4_ARQ_RES,856
88,5.003371,UDP1.VIDEO4_ARQ_RES,857
89,5.021967,UDP1.VIDEO_REX_REQ_V3,860
90,5.021967,UDP1.VIDEO_REX_REQ_V3,862
91,5.021967,UDP1.VIDEO_REX_REQ_V3,863
92,5.021967,UDP1.VIDEO_REX_REQ_V3,864
93,5.021967,UDP1.VIDEO_REX_REQ_V3,865
94,5.035742,UDP1.VIDEO4_ARQ_RES,822
95,5.047287,UDP1.VIDEO_REX_REQ_V3,830
96,5.047287,UDP1.VIDEO_REX_REQ_V3,832
97,5.047287,UDP1.VIDEO_REX_REQ_V3,840
98,5.047287,UDP1.VIDEO_REX_REQ_V3,847
99,5.047287,UDP1.VIDEO_REX_REQ_V3,848
100,5.047287,UDP1.VIDEO_REX_REQ_V3,851
101,5.047287,UDP1.VIDEO_REX_REQ_V3,852
102,5.047287,UDP1.VIDEO_REX_REQ_V3,854
103,5.056535,UDP1.VIDEO4_ARQ_RES,860
104,5.05659,UDP1.VIDEO4_ARQ_RES,862
105,5.05659,UDP1.VIDEO4_ARQ_RES,863
106,5.05659,UDP1.VIDEO4_ARQ_RES,864
107,5.05659,UDP1.VIDEO4_ARQ_RES,865
108,5.0728860000000005,UDP1.VIDEO_REX_REQ_V3,822
109,5.076681,UDP1.VIDEO4_ARQ_RES,830
110,5.076681,UDP1.VIDEO4_ARQ_RES,832
111,5.076681,UDP1.VIDEO4_ARQ_RES,840
112,5.076681,UDP1.VIDEO4_ARQ_RES,847
113,5.076756,UDP1.VIDEO4_ARQ_RES,848
114,5.076756,UDP1.VIDEO4_ARQ_RES,851
115,5.0972029999999995,UDP1.VIDEO4_ARQ_RES,852
116,5.097221,UDP1.VIDEO4_ARQ_RES,854
117,5.0979410000000005,UDP1.VIDEO_REX_REQ_V3,860
118,5.0979410000000005,UDP1.VIDEO_REX_REQ_V3,862
119,5.0979410000000005,UDP1.VIDEO_REX_REQ_V3,864
120,5.0979410000000005,UDP1.VIDEO_REX_REQ_V3,865
121,5.0979410000000005,UDP1.VIDEO_REX_REQ_V3,867
122,5.1032910000000005,UDP1.VIDEO4_ARQ_RES,822
123,5.123121,UDP1.VIDEO_REX_REQ_V3,830
124,5.123121,UDP1.VIDEO_REX_REQ_V3,847
125,5.123121,UDP1.VIDEO_REX_REQ_V3,851
126,5.123121,UDP1.VIDEO_REX_REQ_V3,852
127,5.123121,UDP1.VIDEO_REX_REQ_V3,854
128,5.135432,UDP1.VIDEO4_ARQ_RES,860
129,5.135432,UDP1.VIDEO4_ARQ_RES,862
130,5.135432,UDP1.VIDEO4_ARQ_RES,864
131,5.135432,UDP1.VIDEO4_ARQ_RES,865
132,5.135433,UDP1.VIDEO4_ARQ_RES,867
133,5.15674,UDP1.VIDEO4_ARQ_RES,830
134,5.15674,UDP1.VIDEO4_ARQ_RES,847
135,5.15674,UDP1.VIDEO4_ARQ_RES,851
136,5.156741,UDP1.VIDEO4_ARQ_RES,852
137,5.156741,UDP1.VIDEO4_ARQ_RES,854
138,5.174978,UDP1.VIDEO_REX_REQ_V3,860
139,5.174978,UDP1.VIDEO_REX_REQ_V3,862
140,5.174978,UDP1.VIDEO_REX_REQ_V3,864
141,5.174978,UDP1.VIDEO_REX_REQ_V3,865
142,5.174978,UDP1.VIDEO_REX_REQ_V3,869
143,5.174978,UDP1.VIDEO_REX_REQ_V3,870
144,5.174978,UDP1.VIDEO_REX_REQ_V3,871
145,5.174978,UDP1.VIDEO_REX_REQ_V3,872
146,5.174978,UDP1.VIDEO_REX_REQ_V3,873
147,5.174978,UDP1.VIDEO_REX_REQ_V3,874
148,5.198222,UDP1.VIDEO_REX_REQ_V3,830
149,5.198222,UDP1.VIDEO_REX_REQ_V3,847
150,5.198222,UDP1.VIDEO_REX_REQ_V3,851
151,5.198222,UDP1.VIDEO_REX_REQ_V3,852
152,5.215756,UDP1.VIDEO4_ARQ_RES,860
153,5.215756,UDP1.VIDEO4_ARQ_RES,862
154,5.215756,UDP1.VIDEO4_ARQ_RES,864
155,5.215757,UDP1.VIDEO4_ARQ_RES,865
156,5.215757,UDP1.VIDEO4_ARQ_RES,869
157,5.215757,UDP1.VIDEO4_ARQ_RES,870
158,5.215757,UDP1.VIDEO4_ARQ_RES,871
159,5.215864,UDP1.VIDEO4_ARQ_RES,872
160,5.215864,UDP1.VIDEO4_ARQ_RES,873
161,5.215864,UDP1.VIDEO4_ARQ_RES,874
162,5.224963,UDP1.VIDEO_REX_REQ_V3,877
163,5.224963,UDP1.VIDEO_REX_REQ_V3,878
164,5.224963,UDP1.VIDEO_REX_REQ_V3,879
165,5.224963,UDP1.VIDEO_REX_REQ_V3,880
166,5.224963,UDP1.VIDEO_REX_REQ_V3,881
167,5.224963,UDP1.VIDEO_REX_REQ_V3,883
168,5.224963,UDP1.VIDEO_REX_REQ_V3,884
169,5.224963,UDP1.VIDEO_REX_REQ_V3,886
170,5.224963,UDP1.VIDEO_REX_REQ_V3,887
171,5.224963,UDP1.VIDEO_REX_REQ_V3,888
172,5.224963,UDP1.VIDEO_REX_REQ_V3,889
173,5.235824,UDP1.VIDEO4_ARQ_RES,830
174,5.235824,UDP1.VIDEO4_ARQ_RES,847
175,5.235824,UDP1.VIDEO4_ARQ_RES,851
176,5.235824,UDP1.VIDEO4_ARQ_RES,852
177,5.247808999999999,UDP1.VIDEO_REX_REQ_V3,860
178,5.247808999999999,UDP1.VIDEO_REX_REQ_V3,862
179,5.247808999999999,UDP1.VIDEO_REX_REQ_V3,865
180,5.247808999999999,UDP1.VIDEO_REX_REQ_V3,869
181,5.247808999999999,UDP1.VIDEO_REX_REQ_V3,870
182,5.247808999999999,UDP1.VIDEO_REX_REQ_V3,873
183,5.247808999999999,UDP1.VIDEO_REX_REQ_V3,874
184,5.256588,UDP1.VIDEO4_ARQ_RES,877
185,5.256588,UDP1.VIDEO4_ARQ_RES,878
186,5.256588,UDP1.VIDEO4_ARQ_RES,879
187,5.256588,UDP1.VIDEO4_ARQ_RES,880
188,5.256714,UDP1.VIDEO4_ARQ_RES,881
189,5.256714,UDP1.VIDEO4_ARQ_RES,883
190,5.256714,UDP1.VIDEO4_ARQ_RES,884
191,5.256714,UDP1.VIDEO4_ARQ_RES,886
192,5.256714,UDP1.VIDEO4_ARQ_RES,887
193,5.256714,UDP1.VIDEO4_ARQ_RES,888
194,5.256714,UDP1.VIDEO4_ARQ_RES,889
195,5.273418,UDP1.VIDEO_REX_REQ_V3,830
196,5.273418,UDP1.VIDEO_REX_REQ_V3,847
197,5.295748000000001,UDP1.VIDEO4_ARQ_RES,860
198,5.295748000000001,UDP1.VIDEO4_ARQ_RES,862
199,5.295748000000001,UDP1.VIDEO4_ARQ_RES,865
200,5.295749,UDP1.VIDEO4_ARQ_RES,869
201,5.295749,UDP1.VIDEO4_ARQ_RES,870
202,5.295749,UDP1.VIDEO4_ARQ_RES,873
203,5.295749,UDP1.VIDEO4_ARQ_RES,874
204,5.298346,UDP1.VIDEO_REX_REQ_V3,881
205,5.298346,UDP1.VIDEO_REX_REQ_V3,883
206,5.298346,UDP1.VIDEO_REX_REQ_V3,884
207,5.298346,UDP1.VIDEO_REX_REQ_V3,886
208,5.298346,UDP1.VIDEO_REX_REQ_V3,888
209,5.298346,UDP1.VIDEO_REX_REQ_V3,891
210,5.298346,UDP1.VIDEO_REX_REQ_V3,892
211,5.298346,UDP1.VIDEO_REX_REQ_V3,893
212,5.298346,UDP1.VIDEO_REX_REQ_V3,894
213,5.298346,UDP1.VIDEO_REX_REQ_V3,895
214,5.303397,UDP1.VIDEO4_ARQ_RES,830
215,5.303397,UDP1.VIDEO4_ARQ_RES,847
216,5.3330150000000005,UDP1.VIDEO_REX_REQ_V3,860
217,5.3330150000000005,UDP1.VIDEO_REX_REQ_V3,862
218,5.3330150000000005,UDP1.VIDEO_REX_REQ_V3,869
219,5.3330150000000005,UDP1.VIDEO_REX_REQ_V3,870
220,5.3330150000000005,UDP1.VIDEO_REX_REQ_V3,873
221,5.3330150000000005,UDP1.VIDEO_REX_REQ_V3,874
222,5.3330150000000005,UDP1.VIDEO_REX_REQ_V3,897
223,5.3330150000000005,UDP1.VIDEO_REX_REQ_V3,898
224,5.3330150000000005,UDP1.VIDEO_REX_REQ_V3,899
225,5.336481,UDP1.VIDEO4_ARQ_RES,881
226,5.336481,UDP1.VIDEO4_ARQ_RES,883
227,5.336481,UDP1.VIDEO4_ARQ_RES,884
228,5.336481,UDP1.VIDEO4_ARQ_RES,886
229,5.336481,UDP1.VIDEO4_ARQ_RES,888
230,5.336482,UDP1.VIDEO4_ARQ_RES,891
231,5.336482,UDP1.VIDEO4_ARQ_RES,892
232,5.336482,UDP1.VIDEO4_ARQ_RES,893
233,5.336571,UDP1.VIDEO4_ARQ_RES,894
234,5.336571,UDP1.VIDEO4_ARQ_RES,895
235,5.348886,UDP1.VIDEO_REX_REQ_V3,830
236,5.348886,UDP1.VIDEO_REX_REQ_V3,847
237,5.364476,UDP1.VIDEO4_ARQ_RES,860
238,5.364573,UDP1.VIDEO4_ARQ_RES,862
239,5.364573,UDP1.VIDEO4_ARQ_RES,869
240,5.364573,UDP1.VIDEO4_ARQ_RES,870
241,5.364573,UDP1.VIDEO4_ARQ_RES,873
242,5.377113,UDP1.VIDEO_REX_REQ_V3,881
243,5.377113,UDP1.VIDEO_REX_REQ_V3,883
244,5.377113,UDP1.VIDEO_REX_REQ_V3,884
245,5.377113,UDP1.VIDEO_REX_REQ_V3,886
246,5.377113,UDP1.VIDEO_REX_REQ_V3,888
247,5.377113,UDP1.VIDEO_REX_REQ_V3,891
248,5.377113,UDP1.VIDEO_REX_REQ_V3,893
249,5.377113,UDP1.VIDEO_REX_REQ_V3,894
250,5.377113,UDP1.VIDEO_REX_REQ_V3,895
251,5.377113,UDP1.VIDEO_REX_REQ_V3,901
252,5.395709,UDP1.VIDEO4_ARQ_RES,874
253,5.39571,UDP1.VIDEO4_ARQ_RES,830
254,5.39571,UDP1.VIDEO4_ARQ_RES,847
255,5.39571,UDP1.VIDEO4_ARQ_RES,897
256,5.39571,UDP1.VIDEO4_ARQ_RES,898
257,5.39571,UDP1.VIDEO4_ARQ_RES,899
258,5.400968,UDP1.VIDEO_REX_REQ_V3,860
259,5.400968,UDP1.VIDEO_REX_REQ_V3,869
260,5.400968,UDP1.VIDEO_REX_REQ_V3,870
261,5.400968,UDP1.VIDEO_REX_REQ_V3,874
262,5.400968,UDP1.VIDEO_REX_REQ_V3,897
263,5.400968,UDP1.VIDEO_REX_REQ_V3,898
264,5.400968,UDP1.VIDEO_REX_REQ_V3,899
265,5.415732,UDP1.VIDEO4_ARQ_RES,881
266,5.415733,UDP1.VIDEO4_ARQ_RES,883
267,5.415733,UDP1.VIDEO4_ARQ_RES,884
268,5.415733,UDP1.VIDEO4_ARQ_RES,886
269,5.415733,UDP1.VIDEO4_ARQ_RES,888
270,5.415733,UDP1.VIDEO4_ARQ_RES,891
271,5.415733,UDP1.VIDEO4_ARQ_RES,893
272,5.415733,UDP1.VIDEO4_ARQ_RES,894
273,5.415843,UDP1.VIDEO4_ARQ_RES,895
274,5.415844,UDP1.VIDEO4_ARQ_RES,901
275,5.424333,UDP1.VIDEO_REX_REQ_V3,830
276,5.424333,UDP1.VIDEO_REX_REQ_V3,847
277,5.424333,UDP1.VIDEO_REX_REQ_V3,903
278,5.424333,UDP1.VIDEO_REX_REQ_V3,904
279,5.424333,UDP1.VIDEO_REX_REQ_V3,906
280,5.435291,UDP1.VIDEO4_ARQ_RES,860
281,5.435291,UDP1.VIDEO4_ARQ_RES,869
282,5.435291,UDP1.VIDEO4_ARQ_RES,870
283,5.435291,UDP1.VIDEO4_ARQ_RES,874
284,5.435291,UDP1.VIDEO4_ARQ_RES,897
285,5.435291,UDP1.VIDEO4_ARQ_RES,898
286,5.435291,UDP1.VIDEO4_ARQ_RES,899
287,5.4487760000000005,UDP1.VIDEO_REX_REQ_V3,881
288,5.4487760000000005,UDP1.VIDEO_REX_REQ_V3,883
289,5.4487760000000005,UDP1.VIDEO_REX_REQ_V3,886
290,5.4487760000000005,UDP1.VIDEO_REX_REQ_V3,891
291,5.4487760000000005,UDP1.VIDEO_REX_REQ_V3,893
292,5.4487760000000005,UDP1.VIDEO_REX_REQ_V3,901
293,5.474678,UDP1.VIDEO_REX_REQ_V3,860
294,5.474678,UDP1.VIDEO_REX_REQ_V3,869
295,5.474678,UDP1.VIDEO_REX_REQ_V3,870
296,5.474678,UDP1.VIDEO_REX_REQ_V3,874
297,5.474678,UDP1.VIDEO_REX_REQ_V3,897
298,5.474678,UDP1.VIDEO_REX_REQ_V3,899
299,5.475999,UDP1.VIDEO4_ARQ_RES,830
300,5.496333,UDP1.VIDEO4_ARQ_RES,847
301,5.496333,UDP1.VIDEO4_ARQ_RES,903
302,5.496425,UDP1.VIDEO4_ARQ_RES,904
303,5.4964260000000005,UDP1.VIDEO4_ARQ_RES,881
304,5.4964260000000005,UDP1.VIDEO4_ARQ_RES,883
305,5.4964260000000005,UDP1.VIDEO4_ARQ_RES,886
306,5.4964260000000005,UDP1.VIDEO4_ARQ_RES,891
307,5.4964260000000005,UDP1.VIDEO4_ARQ_RES,893
308,5.4964260000000005,UDP1.VIDEO4_ARQ_RES,901
309,5.4964260000000005,UDP1.VIDEO4_ARQ_RES,906
310,5.4996089999999995,UDP1.VIDEO_REX_REQ_V3,830
311,5.4996089999999995,UDP1.VIDEO_REX_REQ_V3,847
312,5.4996089999999995,UDP1.VIDEO_REX_REQ_V3,903
313,5.4996089999999995,UDP1.VIDEO_REX_REQ_V3,904
314,5.4996089999999995,UDP1.VIDEO_REX_REQ_V3,906
315,5.503361,UDP1.VIDEO4_ARQ_RES,860
316,5.503361,UDP1.VIDEO4_ARQ_RES,869
317,5.503361,UDP1.VIDEO4_ARQ_RES,870
318,5.503361,UDP1.VIDEO4_ARQ_RES,874
319,5.503361,UDP1.VIDEO4_ARQ_RES,897
320,5.503361,UDP1.VIDEO4_ARQ_RES,899
321,5.527297,UDP1.VIDEO_REX_REQ_V3,881
322,5.527297,UDP1.VIDEO_REX_REQ_V3,883
323,5.527297,UDP1.VIDEO_REX_REQ_V3,891
324,5.527297,UDP1.VIDEO_REX_REQ_V3,893
325,5.527297,UDP1.VIDEO_REX_REQ_V3,901
326,5.536565,UDP1.VIDEO4_ARQ_RES,830
327,5.536565,UDP1.VIDEO4_ARQ_RES,847
328,5.536565,UDP1.VIDEO4_ARQ_RES,903
329,5.5365660000000005,UDP1.VIDEO4_ARQ_RES,904
330,5.5365660000000005,UDP1.VIDEO4_ARQ_RES,906
331,5.551387,UDP1.VIDEO_REX_REQ_V3,869
332,5.551387,UDP1.VIDEO_REX_REQ_V3,870
333,5.551387,UDP1.VIDEO_REX_REQ_V3,899
334,5.556776,UDP1.VIDEO4_ARQ_RES,881
335,5.556776,UDP1.VIDEO4_ARQ_RES,883
336,5.57669,UDP1.VIDEO_REX_REQ_V3,904
337,5.57669,UDP1.VIDEO_REX_REQ_V3,908
338,5.57669,UDP1.VIDEO_REX_REQ_V3,909
339,5.57669,UDP1.VIDEO_REX_REQ_V3,910
340,5.57669,UDP1.VIDEO_REX_REQ_V3,911
341,5.57669,UDP1.VIDEO_REX_REQ_V3,912
342,5.57669,UDP1.VIDEO_REX_REQ_V3,913
343,5.57669,UDP1.VIDEO_REX_REQ_V3,914
344,5.57669,UDP1.VIDEO_REX_REQ_V3,915
345,5.57669,UDP1.VIDEO_REX_REQ_V3,916
346,5.57669,UDP1.VIDEO_REX_REQ_V3,917
347,5.57669,UDP1.VIDEO_REX_REQ_V3,918
348,5.57669,UDP1.VIDEO_REX_REQ_V3,919
349,5.57669,UDP1.VIDEO_REX_REQ_V3,920
350,5.596556,UDP1.VIDEO4_ARQ_RES,869
351,5.596556,UDP1.VIDEO4_ARQ_RES,891
352,5.596556,UDP1.VIDEO4_ARQ_RES,893
353,5.596556,UDP1.VIDEO4_ARQ_RES,901
354,5.596652,UDP1.VIDEO4_ARQ_RES,870
355,5.596652,UDP1.VIDEO4_ARQ_RES,899
356,5.6154910000000005,UDP1.VIDEO4_ARQ_RES,904
357,5.6154910000000005,UDP1.VIDEO4_ARQ_RES,908
358,5.6154910000000005,UDP1.VIDEO4_ARQ_RES,909
359,5.6154910000000005,UDP1.VIDEO4_ARQ_RES,910
360,5.615492,UDP1.VIDEO4_ARQ_RES,911
361,5.615492,UDP1.VIDEO4_ARQ_RES,912
362,5.615492,UDP1.VIDEO4_ARQ_RES,913
363,5.615492,UDP1.VIDEO4_ARQ_RES,914
364,5.615583,UDP1.VIDEO4_ARQ_RES,915
365,5.615583,UDP1.VIDEO4_ARQ_RES,916
366,5.615583,UDP1.VIDEO4_ARQ_RES,917
367,5.615583,UDP1.VIDEO4_ARQ_RES,918
368,5.615583,UDP1.VIDEO4_ARQ_RES,919
369,5.615583,UDP1.VIDEO4_ARQ_RES,920
370,5.627561,UDP1.VIDEO_REX_REQ_V3,869
371,5.627561,UDP1.VIDEO_REX_REQ_V3,870
372,5.627561,UDP1.VIDEO_REX_REQ_V3,881
373,5.627561,UDP1.VIDEO_REX_REQ_V3,883
374,5.627561,UDP1.VIDEO_REX_REQ_V3,893
375,5.627561,UDP1.VIDEO_REX_REQ_V3,899
376,5.627561,UDP1.VIDEO_REX_REQ_V3,901
377,5.652614,UDP1.VIDEO_REX_REQ_V3,904
378,5.652614,UDP1.VIDEO_REX_REQ_V3,908
379,5.652614,UDP1.VIDEO_REX_REQ_V3,909
380,5.652614,UDP1.VIDEO_REX_REQ_V3,910
381,5.652614,UDP1.VIDEO_REX_REQ_V3,912
382,5.652614,UDP1.VIDEO_REX_REQ_V3,914
383,5.652614,UDP1.VIDEO_REX_REQ_V3,915
384,5.652614,UDP1.VIDEO_REX_REQ_V3,917
385,5.652614,UDP1.VIDEO_REX_REQ_V3,918
386,5.652614,UDP1.VIDEO_REX_REQ_V3,923
387,5.652614,UDP1.VIDEO_REX_REQ_V3,924
388,5.652614,UDP1.VIDEO_REX_REQ_V3,925
389,5.652614,UDP1.VIDEO_REX_REQ_V3,926
390,5.657014,UDP1.VIDEO4_ARQ_RES,869
391,5.657014,UDP1.VIDEO4_ARQ_RES,870
392,5.657015,UDP1.VIDEO4_ARQ_RES,881
393,5.657015,UDP1.VIDEO4_ARQ_RES,883
394,5.6790910000000006,UDP1.VIDEO_REX_REQ_V3,929
395,5.6790910000000006,UDP1.VIDEO_REX_REQ_V3,930
396,5.696177,UDP1.VIDEO4_ARQ_RES,893
397,5.696178,UDP1.VIDEO4_ARQ_RES,899
398,5.696178,UDP1.VIDEO4_ARQ_RES,901
399,5.696178,UDP1.VIDEO4_ARQ_RES,904
400,5.696178,UDP1.VIDEO4_ARQ_RES,908
401,5.696236,UDP1.VIDEO4_ARQ_RES,909
402,5.696237,UDP1.VIDEO4_ARQ_RES,910
403,5.696237,UDP1.VIDEO4_ARQ_RES,912
404,5.696237,UDP1.VIDEO4_ARQ_RES,914
405,5.696237,UDP1.VIDEO4_ARQ_RES,915
406,5.696237,UDP1.VIDEO4_ARQ_RES,917
407,5.696299,UDP1.VIDEO4_ARQ_RES,918
408,5.6963,UDP1.VIDEO4_ARQ_RES,923
409,5.6963,UDP1.VIDEO4_ARQ_RES,924
410,5.6963,UDP1.VIDEO4_ARQ_RES,925
411,5.6963,UDP1.VIDEO4_ARQ_RES,926
412,5.7068769999999995,UDP1.VIDEO_REX_REQ_V3,869
413,5.7068769999999995,UDP1.VIDEO_REX_REQ_V3,881
414,5.7068769999999995,UDP1.VIDEO_REX_REQ_V3,893
415,5.7068769999999995,UDP1.VIDEO_REX_REQ_V3,899
416,5.7068769999999995,UDP1.VIDEO_REX_REQ_V3,901
417,5.715466,UDP1.VIDEO4_ARQ_RES,929
418,5.715466,UDP1.VIDEO4_ARQ_RES,930
419,5.728936,UDP1.VIDEO_REX_REQ_V3,904
420,5.728936,UDP1.VIDEO_REX_REQ_V3,908
421,5.728936,UDP1.VIDEO_REX_REQ_V3,910
422,5.728936,UDP1.VIDEO_REX_REQ_V3,912
423,5.728936,UDP1.VIDEO_REX_REQ_V3,915
424,5.728936,UDP1.VIDEO_REX_REQ_V3,917
425,5.728936,UDP1.VIDEO_REX_REQ_V3,918
426,5.728936,UDP1.VIDEO_REX_REQ_V3,923
427,5.728936,UDP1.VIDEO_REX_REQ_V3,924
428,5.728936,UDP1.VIDEO_REX_REQ_V3,925
429,5.735723,UDP1.VIDEO4_ARQ_RES,869
430,5.735723,UDP1.VIDEO4_ARQ_RES,881
431,5.735723,UDP1.VIDEO4_ARQ_RES,893
432,5.735723,UDP1.VIDEO4_ARQ_RES,899
433,5.735723,UDP1.VIDEO4_ARQ_RES,901
434,5.764457,UDP1.VIDEO4_ARQ_RES,904
435,5.778988,UDP1.VIDEO_REX_REQ_V3,869
436,5.778988,UDP1.VIDEO_REX_REQ_V3,899
437,5.778988,UDP1.VIDEO_REX_REQ_V3,933
438,5.778988,UDP1.VIDEO_REX_REQ_V3,934
439,5.778988,UDP1.VIDEO_REX_REQ_V3,935
440,5.778988,UDP1.VIDEO_REX_REQ_V3,936
441,5.795893,UDP1.VIDEO4_ARQ_RES,908
442,5.7958940000000005,UDP1.VIDEO4_ARQ_RES,910
443,5.7958940000000005,UDP1.VIDEO4_ARQ_RES,912
444,5.7958940000000005,UDP1.VIDEO4_ARQ_RES,915
445,5.7958940000000005,UDP1.VIDEO4_ARQ_RES,917
446,5.7958940000000005,UDP1.VIDEO4_ARQ_RES,918
447,5.7958940000000005,UDP1.VIDEO4_ARQ_RES,923
448,5.7958940000000005,UDP1.VIDEO4_ARQ_RES,924
449,5.795985,UDP1.VIDEO4_ARQ_RES,925
450,5.804066000000001,UDP1.VIDEO_REX_REQ_V3,908
451,5.804066000000001,UDP1.VIDEO_REX_REQ_V3,910
452,5.804066000000001,UDP1.VIDEO_REX_REQ_V3,912
453,5.804066000000001,UDP1.VIDEO_REX_REQ_V3,915
454,5.804066000000001,UDP1.VIDEO_REX_REQ_V3,917
455,5.804066000000001,UDP1.VIDEO_REX_REQ_V3,924
456,5.804066000000001,UDP1.VIDEO_REX_REQ_V3,925
457,5.817308000000001,UDP1.VIDEO4_ARQ_RES,869
458,5.817309,UDP1.VIDEO4_ARQ_RES,899
459,5.817309,UDP1.VIDEO4_ARQ_RES,933
