,Time,Protocol,seq
26269,69.280699,UDP1.VIDEO_REX_REQ_V3,6476
26270,69.280699,UDP1.VIDEO_REX_REQ_V3,6477
26271,69.282137,UDP1.VIDEO4_ARQ_RES,6435
26272,69.282137,UDP1.VIDEO4_ARQ_RES,6440
26273,69.282137,UDP1.VIDEO4_ARQ_RES,6441
26274,69.282137,UDP1.VIDEO4_ARQ_RES,6446
26275,69.282137,UDP1.VIDEO4_ARQ_RES,6449
26276,69.28218000000001,UDP1.VIDEO4_ARQ_RES,6479
26277,69.28218000000001,UDP1.VIDEO4_ARQ_RES,6482
26278,69.30654,UDP1.VIDEO_REX_REQ_V3,6458
26279,69.30654,UDP1.VIDEO_REX_REQ_V3,6462
26280,69.30654,UDP1.VIDEO_REX_REQ_V3,6464
26281,69.30654,UDP1.VIDEO_REX_REQ_V3,6466
26282,69.314148,UDP1.VIDEO4_ARQ_RES,6469
26283,69.314148,UDP1.VIDEO4_ARQ_RES,6471
26284,69.314149,UDP1.VIDEO4_ARQ_RES,6472
26285,69.314149,UDP1.VIDEO4_ARQ_RES,6473
26286,69.314149,UDP1.VIDEO4_ARQ_RES,6474
26287,69.332174,UDP1.VIDEO_REX_REQ_V3,6440
26288,69.332174,UDP1.VIDEO_REX_REQ_V3,6441
26289,69.332174,UDP1.VIDEO_REX_REQ_V3,6449
26290,69.332174,UDP1.VIDEO_REX_REQ_V3,6479
26291,69.343457,UDP1.VIDEO4_ARQ_RES,6458
26292,69.343457,UDP1.VIDEO4_ARQ_RES,6462
26293,69.343457,UDP1.VIDEO4_ARQ_RES,6464
26294,69.343457,UDP1.VIDEO4_ARQ_RES,6476
26295,69.343457,UDP1.VIDEO4_ARQ_RES,6477
26296,69.34354599999999,UDP1.VIDEO4_ARQ_RES,6466
26297,69.356954,UDP1.VIDEO_REX_REQ_V3,6469
26298,69.356954,UDP1.VIDEO_REX_REQ_V3,6471
26299,69.356954,UDP1.VIDEO_REX_REQ_V3,6472
26300,69.356954,UDP1.VIDEO_REX_REQ_V3,6473
26301,69.356954,UDP1.VIDEO_REX_REQ_V3,6476
26302,69.356954,UDP1.VIDEO_REX_REQ_V3,6477
26303,69.363584,UDP1.VIDEO4_ARQ_RES,6440
26304,69.363584,UDP1.VIDEO4_ARQ_RES,6441
26305,69.363584,UDP1.VIDEO4_ARQ_RES,6449
26306,69.363584,UDP1.VIDEO4_ARQ_RES,6479
26307,69.382094,UDP1.VIDEO_REX_REQ_V3,6464
26308,69.382094,UDP1.VIDEO_REX_REQ_V3,6466
26309,69.394755,UDP1.VIDEO4_ARQ_RES,6469
26310,69.394756,UDP1.VIDEO4_ARQ_RES,6471
26311,69.394756,UDP1.VIDEO4_ARQ_RES,6472
26312,69.394756,UDP1.VIDEO4_ARQ_RES,6473
26313,69.394756,UDP1.VIDEO4_ARQ_RES,6476
26314,69.394756,UDP1.VIDEO4_ARQ_RES,6477
26315,69.406993,UDP1.VIDEO_REX_REQ_V3,6440
26316,69.406993,UDP1.VIDEO_REX_REQ_V3,6441
26317,69.406993,UDP1.VIDEO_REX_REQ_V3,6449
26318,69.406993,UDP1.VIDEO_REX_REQ_V3,6486
26319,69.406993,UDP1.VIDEO_REX_REQ_V3,6487
26320,69.406993,UDP1.VIDEO_REX_REQ_V3,6488
26321,69.406993,UDP1.VIDEO_REX_REQ_V3,6489
26322,69.406993,UDP1.VIDEO_REX_REQ_V3,6490
26323,69.406993,UDP1.VIDEO_REX_REQ_V3,6491
26324,69.406993,UDP1.VIDEO_REX_REQ_V3,6492
26325,69.406993,UDP1.VIDEO_REX_REQ_V3,6493
26326,69.406993,UDP1.VIDEO_REX_REQ_V3,6494
26327,69.414668,UDP1.VIDEO4_ARQ_RES,6464
26328,69.414668,UDP1.VIDEO4_ARQ_RES,6466
26329,69.432562,UDP1.VIDEO_REX_REQ_V3,6469
26330,69.432562,UDP1.VIDEO_REX_REQ_V3,6471
26331,69.432562,UDP1.VIDEO_REX_REQ_V3,6472
26332,69.432562,UDP1.VIDEO_REX_REQ_V3,6473
26333,69.432562,UDP1.VIDEO_REX_REQ_V3,6477
26334,69.442207,UDP1.VIDEO4_ARQ_RES,6440
26335,69.442207,UDP1.VIDEO4_ARQ_RES,6441
26336,69.442207,UDP1.VIDEO4_ARQ_RES,6449
26337,69.4423,UDP1.VIDEO4_ARQ_RES,6486
26338,69.4423,UDP1.VIDEO4_ARQ_RES,6487
26339,69.4423,UDP1.VIDEO4_ARQ_RES,6488
26340,69.442301,UDP1.VIDEO4_ARQ_RES,6489
26341,69.442301,UDP1.VIDEO4_ARQ_RES,6490
26342,69.442364,UDP1.VIDEO4_ARQ_RES,6491
26343,69.442364,UDP1.VIDEO4_ARQ_RES,6492
26344,69.442364,UDP1.VIDEO4_ARQ_RES,6493
26345,69.442364,UDP1.VIDEO4_ARQ_RES,6494
26346,69.45844699999999,UDP1.VIDEO_REX_REQ_V3,6466
26347,69.45844699999999,UDP1.VIDEO_REX_REQ_V3,6496
26348,69.45844699999999,UDP1.VIDEO_REX_REQ_V3,6497
26349,69.45844699999999,UDP1.VIDEO_REX_REQ_V3,6498
26350,69.45844699999999,UDP1.VIDEO_REX_REQ_V3,6499
26351,69.45844699999999,UDP1.VIDEO_REX_REQ_V3,6500
26352,69.462374,UDP1.VIDEO4_ARQ_RES,6469
26353,69.462374,UDP1.VIDEO4_ARQ_RES,6471
26354,69.462374,UDP1.VIDEO4_ARQ_RES,6472
26355,69.462374,UDP1.VIDEO4_ARQ_RES,6473
26356,69.462374,UDP1.VIDEO4_ARQ_RES,6477
26357,69.484336,UDP1.VIDEO_REX_REQ_V3,6440
26358,69.484336,UDP1.VIDEO_REX_REQ_V3,6449
26359,69.484336,UDP1.VIDEO_REX_REQ_V3,6487
26360,69.484336,UDP1.VIDEO_REX_REQ_V3,6488
26361,69.484336,UDP1.VIDEO_REX_REQ_V3,6489
26362,69.484336,UDP1.VIDEO_REX_REQ_V3,6490
26363,69.484336,UDP1.VIDEO_REX_REQ_V3,6491
26364,69.484336,UDP1.VIDEO_REX_REQ_V3,6493
26365,69.484336,UDP1.VIDEO_REX_REQ_V3,6494
26366,69.495044,UDP1.VIDEO4_ARQ_RES,6466
26367,69.49504499999999,UDP1.VIDEO4_ARQ_RES,6496
26368,69.49504499999999,UDP1.VIDEO4_ARQ_RES,6497
26369,69.49504499999999,UDP1.VIDEO4_ARQ_RES,6498
26370,69.49504499999999,UDP1.VIDEO4_ARQ_RES,6499
26371,69.49504499999999,UDP1.VIDEO4_ARQ_RES,6500
26372,69.50909,UDP1.VIDEO_REX_REQ_V3,6472
26373,69.50909,UDP1.VIDEO_REX_REQ_V3,6473
26374,69.50909,UDP1.VIDEO_REX_REQ_V3,6477
26375,69.50909,UDP1.VIDEO_REX_REQ_V3,6505
26376,69.50909,UDP1.VIDEO_REX_REQ_V3,6506
26377,69.50909,UDP1.VIDEO_REX_REQ_V3,6507
26378,69.50909,UDP1.VIDEO_REX_REQ_V3,6509
26379,69.50909,UDP1.VIDEO_REX_REQ_V3,6510
26380,69.514123,UDP1.VIDEO4_ARQ_RES,6440
26381,69.514124,UDP1.VIDEO4_ARQ_RES,6449
26382,69.514124,UDP1.VIDEO4_ARQ_RES,6487
26383,69.514124,UDP1.VIDEO4_ARQ_RES,6488
26384,69.51421500000001,UDP1.VIDEO4_ARQ_RES,6489
26385,69.51421500000001,UDP1.VIDEO4_ARQ_RES,6490
26386,69.51421500000001,UDP1.VIDEO4_ARQ_RES,6491
26387,69.51421500000001,UDP1.VIDEO4_ARQ_RES,6493
26388,69.51421500000001,UDP1.VIDEO4_ARQ_RES,6494
26389,69.533224,UDP1.VIDEO_REX_REQ_V3,6466
26390,69.533224,UDP1.VIDEO_REX_REQ_V3,6496
26391,69.533224,UDP1.VIDEO_REX_REQ_V3,6497
26392,69.533224,UDP1.VIDEO_REX_REQ_V3,6498
26393,69.543441,UDP1.VIDEO4_ARQ_RES,6472
26394,69.543441,UDP1.VIDEO4_ARQ_RES,6473
26395,69.543441,UDP1.VIDEO4_ARQ_RES,6477
26396,69.543441,UDP1.VIDEO4_ARQ_RES,6505
26397,69.543441,UDP1.VIDEO4_ARQ_RES,6506
26398,69.543442,UDP1.VIDEO4_ARQ_RES,6507
26399,69.543442,UDP1.VIDEO4_ARQ_RES,6509
26400,69.54354000000001,UDP1.VIDEO4_ARQ_RES,6510
26401,69.559531,UDP1.VIDEO_REX_REQ_V3,6440
26402,69.559531,UDP1.VIDEO_REX_REQ_V3,6449
26403,69.559531,UDP1.VIDEO_REX_REQ_V3,6487
26404,69.559531,UDP1.VIDEO_REX_REQ_V3,6489
26405,69.559531,UDP1.VIDEO_REX_REQ_V3,6493
26406,69.559531,UDP1.VIDEO_REX_REQ_V3,6494
26407,69.564296,UDP1.VIDEO4_ARQ_RES,6466
26408,69.564296,UDP1.VIDEO4_ARQ_RES,6496
26409,69.564297,UDP1.VIDEO4_ARQ_RES,6497
26410,69.564297,UDP1.VIDEO4_ARQ_RES,6498
26411,69.584952,UDP1.VIDEO_REX_REQ_V3,6472
26412,69.584952,UDP1.VIDEO_REX_REQ_V3,6473
26413,69.584952,UDP1.VIDEO_REX_REQ_V3,6477
26414,69.584952,UDP1.VIDEO_REX_REQ_V3,6505
26415,69.584952,UDP1.VIDEO_REX_REQ_V3,6506
26416,69.584952,UDP1.VIDEO_REX_REQ_V3,6509
26417,69.584952,UDP1.VIDEO_REX_REQ_V3,6510
26418,69.594378,UDP1.VIDEO4_ARQ_RES,6440
26419,69.594378,UDP1.VIDEO4_ARQ_RES,6449
26420,69.594378,UDP1.VIDEO4_ARQ_RES,6487
26421,69.594378,UDP1.VIDEO4_ARQ_RES,6489
26422,69.594378,UDP1.VIDEO4_ARQ_RES,6493
26423,69.594378,UDP1.VIDEO4_ARQ_RES,6494
26424,69.61000200000001,UDP1.VIDEO_REX_REQ_V3,6466
26425,69.61000200000001,UDP1.VIDEO_REX_REQ_V3,6496
26426,69.61000200000001,UDP1.VIDEO_REX_REQ_V3,6497
26427,69.61000200000001,UDP1.VIDEO_REX_REQ_V3,6512
26428,69.61000200000001,UDP1.VIDEO_REX_REQ_V3,6513
26429,69.61000200000001,UDP1.VIDEO_REX_REQ_V3,6514
26430,69.61000200000001,UDP1.VIDEO_REX_REQ_V3,6515
26431,69.614584,UDP1.VIDEO4_ARQ_RES,6472
26432,69.614584,UDP1.VIDEO4_ARQ_RES,6473
26433,69.61466,UDP1.VIDEO4_ARQ_RES,6477
26434,69.61466,UDP1.VIDEO4_ARQ_RES,6505
26435,69.61466,UDP1.VIDEO4_ARQ_RES,6506
26436,69.61466,UDP1.VIDEO4_ARQ_RES,6509
26437,69.61466,UDP1.VIDEO4_ARQ_RES,6510
26438,69.634907,UDP1.VIDEO_REX_REQ_V3,6440
26439,69.634907,UDP1.VIDEO_REX_REQ_V3,6487
26440,69.634907,UDP1.VIDEO_REX_REQ_V3,6489
26441,69.634907,UDP1.VIDEO_REX_REQ_V3,6493
26442,69.634907,UDP1.VIDEO_REX_REQ_V3,6494
26443,69.643341,UDP1.VIDEO4_ARQ_RES,6466
26444,69.643341,UDP1.VIDEO4_ARQ_RES,6496
26445,69.643341,UDP1.VIDEO4_ARQ_RES,6497
26446,69.643341,UDP1.VIDEO4_ARQ_RES,6512
26447,69.643341,UDP1.VIDEO4_ARQ_RES,6513
26448,69.643341,UDP1.VIDEO4_ARQ_RES,6514
26449,69.643341,UDP1.VIDEO4_ARQ_RES,6515
26450,69.660583,UDP1.VIDEO_REX_REQ_V3,6472
26451,69.660583,UDP1.VIDEO_REX_REQ_V3,6473
26452,69.660583,UDP1.VIDEO_REX_REQ_V3,6477
26453,69.660583,UDP1.VIDEO_REX_REQ_V3,6506
26454,69.660583,UDP1.VIDEO_REX_REQ_V3,6509
26455,69.66220200000001,UDP1.VIDEO4_ARQ_RES,6440
26456,69.66220200000001,UDP1.VIDEO4_ARQ_RES,6487
26457,69.66220200000001,UDP1.VIDEO4_ARQ_RES,6489
26458,69.66220200000001,UDP1.VIDEO4_ARQ_RES,6493
26459,69.662203,UDP1.VIDEO4_ARQ_RES,6494
26460,69.68640699999999,UDP1.VIDEO_REX_REQ_V3,6466
26461,69.68640699999999,UDP1.VIDEO_REX_REQ_V3,6513
26462,69.694209,UDP1.VIDEO4_ARQ_RES,6472
26463,69.694209,UDP1.VIDEO4_ARQ_RES,6473
26464,69.694209,UDP1.VIDEO4_ARQ_RES,6477
26465,69.69421,UDP1.VIDEO4_ARQ_RES,6506
26466,69.69421,UDP1.VIDEO4_ARQ_RES,6509
26467,69.71191400000001,UDP1.VIDEO_REX_REQ_V3,6487
26468,69.71191400000001,UDP1.VIDEO_REX_REQ_V3,6489
26469,69.71191400000001,UDP1.VIDEO_REX_REQ_V3,6493
26470,69.714474,UDP1.VIDEO4_ARQ_RES,6466
26471,69.714474,UDP1.VIDEO4_ARQ_RES,6513
26472,69.736799,UDP1.VIDEO_REX_REQ_V3,6472
26473,69.736799,UDP1.VIDEO_REX_REQ_V3,6477
26474,69.736799,UDP1.VIDEO_REX_REQ_V3,6506
26475,69.736799,UDP1.VIDEO_REX_REQ_V3,6509
26476,69.736799,UDP1.VIDEO_REX_REQ_V3,6520
26477,69.736799,UDP1.VIDEO_REX_REQ_V3,6521
26478,69.736799,UDP1.VIDEO_REX_REQ_V3,6524
26479,69.743015,UDP1.VIDEO4_ARQ_RES,6487
26480,69.743015,UDP1.VIDEO4_ARQ_RES,6489
26481,69.743015,UDP1.VIDEO4_ARQ_RES,6493
26482,69.761997,UDP1.VIDEO_REX_REQ_V3,6513
26483,69.774561,UDP1.VIDEO4_ARQ_RES,6472
26484,69.774561,UDP1.VIDEO4_ARQ_RES,6477
26485,69.774561,UDP1.VIDEO4_ARQ_RES,6506
26486,69.774561,UDP1.VIDEO4_ARQ_RES,6509
26487,69.774561,UDP1.VIDEO4_ARQ_RES,6520
26488,69.774561,UDP1.VIDEO4_ARQ_RES,6521
26489,69.774561,UDP1.VIDEO4_ARQ_RES,6524
26490,69.786265,UDP1.VIDEO_REX_REQ_V3,6487
26491,69.786265,UDP1.VIDEO_REX_REQ_V3,6489
26492,69.786265,UDP1.VIDEO_REX_REQ_V3,6493
26493,69.795141,UDP1.VIDEO4_ARQ_RES,6513
26494,69.812589,UDP1.VIDEO_REX_REQ_V3,6472
26495,69.812589,UDP1.VIDEO_REX_REQ_V3,6477
26496,69.812589,UDP1.VIDEO_REX_REQ_V3,6509
26497,69.812589,UDP1.VIDEO_REX_REQ_V3,6520
26498,69.812589,UDP1.VIDEO_REX_REQ_V3,6521
26499,69.812589,UDP1.VIDEO_REX_REQ_V3,6527
26500,69.812589,UDP1.VIDEO_REX_REQ_V3,6528
26501,69.814705,UDP1.VIDEO4_ARQ_RES,6487
26502,69.814705,UDP1.VIDEO4_ARQ_RES,6489
26503,69.814705,UDP1.VIDEO4_ARQ_RES,6493
26504,69.83619399999999,UDP1.VIDEO_REX_REQ_V3,6513
26505,69.84430400000001,UDP1.VIDEO4_ARQ_RES,6472
26506,69.84430400000001,UDP1.VIDEO4_ARQ_RES,6477
26507,69.84430400000001,UDP1.VIDEO4_ARQ_RES,6509
26508,69.84430400000001,UDP1.VIDEO4_ARQ_RES,6520
26509,69.844305,UDP1.VIDEO4_ARQ_RES,6521
26510,69.844305,UDP1.VIDEO4_ARQ_RES,6527
26511,69.844365,UDP1.VIDEO4_ARQ_RES,6528
26512,69.862503,UDP1.VIDEO_REX_REQ_V3,6487
26513,69.862503,UDP1.VIDEO_REX_REQ_V3,6489
26514,69.862503,UDP1.VIDEO_REX_REQ_V3,6530
26515,69.862503,UDP1.VIDEO_REX_REQ_V3,6531
26516,69.862503,UDP1.VIDEO_REX_REQ_V3,6532
26517,69.862503,UDP1.VIDEO_REX_REQ_V3,6534
26518,69.862503,UDP1.VIDEO_REX_REQ_V3,6536
26519,69.863228,UDP1.VIDEO4_ARQ_RES,6513
26520,69.89323,UDP1.VIDEO_REX_REQ_V3,6477
26521,69.89323,UDP1.VIDEO_REX_REQ_V3,6509
26522,69.89323,UDP1.VIDEO_REX_REQ_V3,6521
26523,69.89444,UDP1.VIDEO4_ARQ_RES,6487
26524,69.89444,UDP1.VIDEO4_ARQ_RES,6489
26525,69.89444,UDP1.VIDEO4_ARQ_RES,6530
26526,69.89444,UDP1.VIDEO4_ARQ_RES,6531
26527,69.89444,UDP1.VIDEO4_ARQ_RES,6532
26528,69.89444,UDP1.VIDEO4_ARQ_RES,6534
26529,69.89444,UDP1.VIDEO4_ARQ_RES,6536
26530,69.912993,UDP1.VIDEO_REX_REQ_V3,6513
26531,69.92415,UDP1.VIDEO4_ARQ_RES,6477
26532,69.92415,UDP1.VIDEO4_ARQ_RES,6509
26533,69.92415,UDP1.VIDEO4_ARQ_RES,6521
26534,69.937078,UDP1.VIDEO_REX_REQ_V3,6530
26535,69.937078,UDP1.VIDEO_REX_REQ_V3,6531
26536,69.937078,UDP1.VIDEO_REX_REQ_V3,6532
26537,69.937078,UDP1.VIDEO_REX_REQ_V3,6534
26538,69.937078,UDP1.VIDEO_REX_REQ_V3,6536
26539,69.937078,UDP1.VIDEO_REX_REQ_V3,6538
26540,69.937078,UDP1.VIDEO_REX_REQ_V3,6541
26541,69.937078,UDP1.VIDEO_REX_REQ_V3,6542
26542,69.942429,UDP1.VIDEO4_ARQ_RES,6513
26543,69.963059,UDP1.VIDEO_REX_REQ_V3,6509
26544,69.963059,UDP1.VIDEO_REX_REQ_V3,6521
26545,69.964445,UDP1.VIDEO4_ARQ_RES,6530
26546,69.964445,UDP1.VIDEO4_ARQ_RES,6531
26547,69.964445,UDP1.VIDEO4_ARQ_RES,6532
26548,69.964446,UDP1.VIDEO4_ARQ_RES,6534
26549,69.964446,UDP1.VIDEO4_ARQ_RES,6536
26550,69.964446,UDP1.VIDEO4_ARQ_RES,6538
26551,69.964446,UDP1.VIDEO4_ARQ_RES,6541
26552,69.964446,UDP1.VIDEO4_ARQ_RES,6542
26553,69.98775,UDP1.VIDEO_REX_REQ_V3,6513
26554,69.98775,UDP1.VIDEO_REX_REQ_V3,6544
26555,69.98775,UDP1.VIDEO_REX_REQ_V3,6545
26556,69.98775,UDP1.VIDEO_REX_REQ_V3,6546
26557,69.98775,UDP1.VIDEO_REX_REQ_V3,6547
26558,69.98775,UDP1.VIDEO_REX_REQ_V3,6548
26559,69.98775,UDP1.VIDEO_REX_REQ_V3,6551
26560,69.98775,UDP1.VIDEO_REX_REQ_V3,6552
26561,69.994472,UDP1.VIDEO4_ARQ_RES,6509
26562,69.994472,UDP1.VIDEO4_ARQ_RES,6521
26563,70.01373199999999,UDP1.VIDEO_REX_REQ_V3,6531
26564,70.01373199999999,UDP1.VIDEO_REX_REQ_V3,6532
26565,70.01373199999999,UDP1.VIDEO_REX_REQ_V3,6534
26566,70.01373199999999,UDP1.VIDEO_REX_REQ_V3,6536
26567,70.01373199999999,UDP1.VIDEO_REX_REQ_V3,6538
26568,70.01373199999999,UDP1.VIDEO_REX_REQ_V3,6542
26569,70.024001,UDP1.VIDEO4_ARQ_RES,6513
26570,70.024002,UDP1.VIDEO4_ARQ_RES,6544
26571,70.024002,UDP1.VIDEO4_ARQ_RES,6545
26572,70.024002,UDP1.VIDEO4_ARQ_RES,6546
26573,70.024002,UDP1.VIDEO4_ARQ_RES,6547
26574,70.024002,UDP1.VIDEO4_ARQ_RES,6548
26575,70.024002,UDP1.VIDEO4_ARQ_RES,6551
26576,70.024002,UDP1.VIDEO4_ARQ_RES,6552
26577,70.039849,UDP1.VIDEO_REX_REQ_V3,6509
26578,70.039849,UDP1.VIDEO_REX_REQ_V3,6521
26579,70.039849,UDP1.VIDEO_REX_REQ_V3,6554
26580,70.039849,UDP1.VIDEO_REX_REQ_V3,6555
26581,70.042651,UDP1.VIDEO4_ARQ_RES,6531
26582,70.042652,UDP1.VIDEO4_ARQ_RES,6532
26583,70.042652,UDP1.VIDEO4_ARQ_RES,6534
26584,70.042652,UDP1.VIDEO4_ARQ_RES,6536
26585,70.042652,UDP1.VIDEO4_ARQ_RES,6538
26586,70.042652,UDP1.VIDEO4_ARQ_RES,6542
26587,70.06475400000001,UDP1.VIDEO_REX_REQ_V3,6513
26588,70.06475400000001,UDP1.VIDEO_REX_REQ_V3,6544
26589,70.06475400000001,UDP1.VIDEO_REX_REQ_V3,6545
26590,70.06475400000001,UDP1.VIDEO_REX_REQ_V3,6547
26591,70.06475400000001,UDP1.VIDEO_REX_REQ_V3,6548
26592,70.06475400000001,UDP1.VIDEO_REX_REQ_V3,6552
26593,70.074612,UDP1.VIDEO4_ARQ_RES,6509
26594,70.074612,UDP1.VIDEO4_ARQ_RES,6521
26595,70.074612,UDP1.VIDEO4_ARQ_RES,6554
26596,70.074612,UDP1.VIDEO4_ARQ_RES,6555
26597,70.089624,UDP1.VIDEO_REX_REQ_V3,6531
26598,70.089624,UDP1.VIDEO_REX_REQ_V3,6532
26599,70.089624,UDP1.VIDEO_REX_REQ_V3,6534
26600,70.089624,UDP1.VIDEO_REX_REQ_V3,6536
26601,70.089624,UDP1.VIDEO_REX_REQ_V3,6538
26602,70.089624,UDP1.VIDEO_REX_REQ_V3,6542
26603,70.094412,UDP1.VIDEO4_ARQ_RES,6513
26604,70.094412,UDP1.VIDEO4_ARQ_RES,6544
26605,70.094412,UDP1.VIDEO4_ARQ_RES,6545
26606,70.094412,UDP1.VIDEO4_ARQ_RES,6547
26607,70.094501,UDP1.VIDEO4_ARQ_RES,6548
26608,70.094502,UDP1.VIDEO4_ARQ_RES,6552
26609,70.114981,UDP1.VIDEO_REX_REQ_V3,6521
26610,70.114981,UDP1.VIDEO_REX_REQ_V3,6554
26611,70.114981,UDP1.VIDEO_REX_REQ_V3,6559
26612,70.114981,UDP1.VIDEO_REX_REQ_V3,6560
26613,70.114981,UDP1.VIDEO_REX_REQ_V3,6561
26614,70.114981,UDP1.VIDEO_REX_REQ_V3,6563
26615,70.114981,UDP1.VIDEO_REX_REQ_V3,6565
26616,70.12334200000001,UDP1.VIDEO4_ARQ_RES,6531
26617,70.123343,UDP1.VIDEO4_ARQ_RES,6532
26618,70.123343,UDP1.VIDEO4_ARQ_RES,6534
26619,70.123343,UDP1.VIDEO4_ARQ_RES,6536
26620,70.123343,UDP1.VIDEO4_ARQ_RES,6538
26621,70.123343,UDP1.VIDEO4_ARQ_RES,6542
26622,70.14040200000001,UDP1.VIDEO_REX_REQ_V3,6513
26623,70.14040200000001,UDP1.VIDEO_REX_REQ_V3,6544
26624,70.14040200000001,UDP1.VIDEO_REX_REQ_V3,6545
26625,70.14040200000001,UDP1.VIDEO_REX_REQ_V3,6547
26626,70.14040200000001,UDP1.VIDEO_REX_REQ_V3,6548
26627,70.14040200000001,UDP1.VIDEO_REX_REQ_V3,6552
26628,70.14233399999999,UDP1.VIDEO4_ARQ_RES,6521
26629,70.14233399999999,UDP1.VIDEO4_ARQ_RES,6554
26630,70.14233399999999,UDP1.VIDEO4_ARQ_RES,6559
26631,70.14233399999999,UDP1.VIDEO4_ARQ_RES,6560
26632,70.14233399999999,UDP1.VIDEO4_ARQ_RES,6561
26633,70.142335,UDP1.VIDEO4_ARQ_RES,6563
26634,70.142335,UDP1.VIDEO4_ARQ_RES,6565
26635,70.16487,UDP1.VIDEO_REX_REQ_V3,6531
26636,70.16487,UDP1.VIDEO_REX_REQ_V3,6532
26637,70.16487,UDP1.VIDEO_REX_REQ_V3,6534
26638,70.16487,UDP1.VIDEO_REX_REQ_V3,6542
26639,70.174337,UDP1.VIDEO4_ARQ_RES,6513
26640,70.174337,UDP1.VIDEO4_ARQ_RES,6544
26641,70.174337,UDP1.VIDEO4_ARQ_RES,6545
26642,70.174337,UDP1.VIDEO4_ARQ_RES,6547
26643,70.174337,UDP1.VIDEO4_ARQ_RES,6548
26644,70.174337,UDP1.VIDEO4_ARQ_RES,6552
26645,70.19054399999999,UDP1.VIDEO_REX_REQ_V3,6559
26646,70.19054399999999,UDP1.VIDEO_REX_REQ_V3,6560
26647,70.19054399999999,UDP1.VIDEO_REX_REQ_V3,6561
26648,70.19054399999999,UDP1.VIDEO_REX_REQ_V3,6563
26649,70.19054399999999,UDP1.VIDEO_REX_REQ_V3,6565
26650,70.19054399999999,UDP1.VIDEO_REX_REQ_V3,6567
26651,70.19054399999999,UDP1.VIDEO_REX_REQ_V3,6568
26652,70.19054399999999,UDP1.VIDEO_REX_REQ_V3,6569
26653,70.19445999999999,UDP1.VIDEO4_ARQ_RES,6531
26654,70.19445999999999,UDP1.VIDEO4_ARQ_RES,6532
26655,70.19445999999999,UDP1.VIDEO4_ARQ_RES,6534
26656,70.19445999999999,UDP1.VIDEO4_ARQ_RES,6542
26657,70.21604,UDP1.VIDEO_REX_REQ_V3,6513
26658,70.21604,UDP1.VIDEO_REX_REQ_V3,6544
26659,70.21604,UDP1.VIDEO_REX_REQ_V3,6545
26660,70.21604,UDP1.VIDEO_REX_REQ_V3,6548
26661,70.21604,UDP1.VIDEO_REX_REQ_V3,6552
26662,70.224751,UDP1.VIDEO4_ARQ_RES,6559
26663,70.224751,UDP1.VIDEO4_ARQ_RES,6560
26664,70.224751,UDP1.VIDEO4_ARQ_RES,6561
26665,70.224751,UDP1.VIDEO4_ARQ_RES,6563
26666,70.224751,UDP1.VIDEO4_ARQ_RES,6565
26667,70.224836,UDP1.VIDEO4_ARQ_RES,6567
26668,70.224836,UDP1.VIDEO4_ARQ_RES,6568
26669,70.224836,UDP1.VIDEO4_ARQ_RES,6569
26670,70.241856,UDP1.VIDEO_REX_REQ_V3,6531
26671,70.241856,UDP1.VIDEO_REX_REQ_V3,6534
26672,70.24359100000001,UDP1.VIDEO4_ARQ_RES,6513
26673,70.24359100000001,UDP1.VIDEO4_ARQ_RES,6544
26674,70.24359100000001,UDP1.VIDEO4_ARQ_RES,6545
26675,70.24359100000001,UDP1.VIDEO4_ARQ_RES,6548
26676,70.24359100000001,UDP1.VIDEO4_ARQ_RES,6552
26677,70.267949,UDP1.VIDEO_REX_REQ_V3,6559
26678,70.267949,UDP1.VIDEO_REX_REQ_V3,6560
26679,70.267949,UDP1.VIDEO_REX_REQ_V3,6561
26680,70.267949,UDP1.VIDEO_REX_REQ_V3,6565
26681,70.267949,UDP1.VIDEO_REX_REQ_V3,6567
26682,70.267949,UDP1.VIDEO_REX_REQ_V3,6569
26683,70.267949,UDP1.VIDEO_REX_REQ_V3,6571
26684,70.274353,UDP1.VIDEO4_ARQ_RES,6531
26685,70.274353,UDP1.VIDEO4_ARQ_RES,6534
26686,70.293707,UDP1.VIDEO_REX_REQ_V3,6544
26687,70.293707,UDP1.VIDEO_REX_REQ_V3,6545
26688,70.293707,UDP1.VIDEO_REX_REQ_V3,6548
26689,70.293707,UDP1.VIDEO_REX_REQ_V3,6552
26690,70.302415,UDP1.VIDEO4_ARQ_RES,6559
26691,70.30241600000001,UDP1.VIDEO4_ARQ_RES,6560
26692,70.30241600000001,UDP1.VIDEO4_ARQ_RES,6561
26693,70.30241600000001,UDP1.VIDEO4_ARQ_RES,6565
26694,70.30241600000001,UDP1.VIDEO4_ARQ_RES,6567
26695,70.30241600000001,UDP1.VIDEO4_ARQ_RES,6569
26696,70.30241600000001,UDP1.VIDEO4_ARQ_RES,6571
26697,70.318333,UDP1.VIDEO_REX_REQ_V3,6531
26698,70.318333,UDP1.VIDEO_REX_REQ_V3,6576
26699,70.318333,UDP1.VIDEO_REX_REQ_V3,6577
26700,70.324246,UDP1.VIDEO4_ARQ_RES,6544
26701,70.324247,UDP1.VIDEO4_ARQ_RES,6545
26702,70.324247,UDP1.VIDEO4_ARQ_RES,6548
26703,70.324247,UDP1.VIDEO4_ARQ_RES,6552
