,Time,Length
36295,93.083617,10
36296,93.083617,11
36297,93.083617,12
36298,93.083617,13
36299,93.083617,14
36300,93.083617,15
36301,93.083617,16
36302,93.083617,17
36303,93.086467,16
36304,93.10892199999999,17
36305,93.10892199999999,18
36306,93.10892199999999,19
36307,93.10892199999999,20
36308,93.10892199999999,21
36309,93.10892199999999,22
36310,93.10892199999999,23
36311,93.10892199999999,24
36312,93.10892199999999,25
36313,93.10892199999999,26
36314,93.10892199999999,27
36315,93.10892199999999,28
36316,93.10892199999999,29
36317,93.10892199999999,30
36318,93.11431400000001,29
36319,93.11431400000001,28
36320,93.11431400000001,27
36321,93.114315,26
36322,93.114315,25
36323,93.114315,24
36324,93.114315,23
36325,93.114315,22
36326,93.114416,21
36327,93.13414499999999,22
36328,93.145809,21
36329,93.145809,20
36330,93.14581,19
36331,93.14581,18
36332,93.14581,17
36333,93.14581,16
36334,93.14581,15
36335,93.145911,14
36336,93.145911,13
36337,93.145911,12
36338,93.145911,11
36339,93.15874699999999,12
36340,93.15874699999999,13
36341,93.15874699999999,14
36342,93.15874699999999,15
36343,93.15874699999999,16
36344,93.15874699999999,17
36345,93.15874699999999,18
36346,93.16618000000001,17
36347,93.16618000000001,16
36348,93.16618000000001,15
36349,93.16618000000001,14
36350,93.184226,15
36351,93.184226,16
36352,93.184226,17
36353,93.184226,18
36354,93.184226,19
36355,93.184226,20
36356,93.184226,21
36357,93.184226,22
36358,93.184226,23
36359,93.184226,24
36360,93.184226,25
36361,93.184226,26
36362,93.184226,27
36363,93.19556700000001,26
36364,93.19556700000001,25
36365,93.19556700000001,24
36366,93.19556800000001,23
36367,93.19556800000001,22
36368,93.19556800000001,21
36369,93.19556800000001,20
36370,93.209447,21
36371,93.225677,20
36372,93.225677,19
36373,93.225677,18
36374,93.225677,17
36375,93.225677,16
36376,93.225677,15
36377,93.225678,14
36378,93.225768,13
36379,93.225768,12
36380,93.225768,11
36381,93.225768,10
36382,93.225768,9
36383,93.225768,8
36384,93.235169,9
36385,93.235169,10
36386,93.235169,11
36387,93.235169,12
36388,93.245823,11
36389,93.259617,12
36390,93.259617,13
36391,93.259617,14
36392,93.259617,15
36393,93.259617,16
36394,93.259617,17
36395,93.259617,18
36396,93.259617,19
36397,93.259617,20
36398,93.26601600000001,19
36399,93.26601600000001,18
36400,93.26601600000001,17
36401,93.26601600000001,16
36402,93.294392,15
36403,93.294392,14
36404,93.294392,13
36405,93.294392,12
36406,93.294392,11
36407,93.294392,10
36408,93.294392,9
36409,93.294478,8
36410,93.294478,7
36411,93.31089300000001,8
36412,93.31089300000001,9
36413,93.31089300000001,10
36414,93.31089300000001,11
36415,93.31089300000001,12
36416,93.31089300000001,13
36417,93.31089300000001,14
36418,93.31089300000001,15
36419,93.31089300000001,16
36420,93.31089300000001,17
36421,93.31089300000001,18
36422,93.31089300000001,19
36423,93.335821,20
36424,93.335821,21
36425,93.335821,22
36426,93.335821,23
36427,93.335821,24
36428,93.335821,25
36429,93.335821,26
36430,93.335821,27
36431,93.345702,26
36432,93.345703,25
36433,93.345703,24
36434,93.345703,23
36435,93.345703,22
36436,93.345703,21
36437,93.345703,20
36438,93.345703,19
36439,93.3458,18
36440,93.3458,17
36441,93.3458,16
36442,93.3458,15
36443,93.366633,14
36444,93.366729,13
36445,93.366729,12
36446,93.366729,11
36447,93.366729,10
36448,93.366729,9
36449,93.36673,8
36450,93.36673,7
36451,93.386452,8
36452,93.386452,9
36453,93.386452,10
36454,93.386452,11
36455,93.386452,12
36456,93.386452,13
36457,93.386452,14
36458,93.386452,15
36459,93.386452,16
36460,93.386452,17
36461,93.386452,18
36462,93.386452,19
36463,93.412257,20
36464,93.412257,21
36465,93.412257,22
36466,93.412257,23
36467,93.412257,24
36468,93.412257,25
36469,93.412257,26
36470,93.425958,25
36471,93.425958,24
36472,93.425958,23
36473,93.425958,22
36474,93.425958,21
36475,93.425958,20
36476,93.425958,19
36477,93.42595899999999,18
36478,93.426078,17
36479,93.426078,16
36480,93.426078,15
36481,93.426078,14
36482,93.438229,15
36483,93.438229,16
36484,93.438229,17
36485,93.438229,18
36486,93.438229,19
36487,93.438229,20
36488,93.4462,19
36489,93.4462,18
36490,93.4462,17
36491,93.4462,16
36492,93.4462,15
36493,93.4462,14
36494,93.446201,13
36495,93.464401,14
36496,93.464401,15
36497,93.464401,16
36498,93.464401,17
36499,93.464401,18
36500,93.464401,19
36501,93.464401,20
36502,93.464401,21
36503,93.473525,20
36504,93.473525,19
36505,93.473525,18
36506,93.473612,17
36507,93.473612,16
36508,93.473612,15
36509,93.488969,16
36510,93.488969,17
36511,93.488969,18
36512,93.488969,19
36513,93.488969,20
36514,93.488969,21
36515,93.488969,22
36516,93.488969,23
36517,93.49391899999999,22
36518,93.49391899999999,21
36519,93.49391899999999,20
36520,93.49391899999999,19
36521,93.49391899999999,18
36522,93.49391899999999,17
36523,93.49391899999999,16
36524,93.49391899999999,15
36525,93.51444599999999,16
36526,93.51444599999999,17
36527,93.51444599999999,18
36528,93.526493,17
36529,93.526493,16
36530,93.526493,15
36531,93.526493,14
36532,93.526493,13
36533,93.526493,12
36534,93.526493,11
36535,93.526493,10
36536,93.540123,11
36537,93.540123,12
36538,93.540123,13
36539,93.540123,14
36540,93.540123,15
36541,93.540123,16
36542,93.54584399999999,15
36543,93.54584399999999,14
36544,93.54584399999999,13
36545,93.565226,14
36546,93.565226,15
36547,93.565226,16
36548,93.565226,17
36549,93.565226,18
36550,93.565226,19
36551,93.565226,20
36552,93.575864,19
36553,93.575864,18
36554,93.575864,17
36555,93.57586500000001,16
36556,93.57586500000001,15
36557,93.57586500000001,14
36558,93.589843,15
36559,93.589843,16
36560,93.589843,17
36561,93.589843,18
36562,93.589843,19
36563,93.589843,20
36564,93.59456999999999,19
36565,93.594658,18
36566,93.594658,17
36567,93.594658,16
36568,93.594658,15
36569,93.594658,14
36570,93.594659,13
36571,93.614598,14
36572,93.614598,15
36573,93.614598,16
36574,93.614598,17
36575,93.614598,18
36576,93.614598,19
36577,93.62650699999999,18
36578,93.62650699999999,17
36579,93.62650699999999,16
36580,93.62650699999999,15
36581,93.62650699999999,14
36582,93.62650699999999,13
36583,93.639782,14
36584,93.639782,15
36585,93.639782,16
36586,93.639782,17
36587,93.639782,18
36588,93.639782,19
36589,93.639782,20
36590,93.639782,21
36591,93.639782,22
36592,93.639782,23
36593,93.639782,24
36594,93.639782,25
36595,93.639782,26
36596,93.64586,25
36597,93.64586,24
36598,93.64586,23
36599,93.645949,22
36600,93.64595,21
36601,93.64595,20
36602,93.66469599999999,21
36603,93.66469599999999,22
36604,93.66469599999999,23
36605,93.66469599999999,24
36606,93.66469599999999,25
36607,93.674419,24
36608,93.674419,23
36609,93.674419,22
36610,93.674419,21
36611,93.674419,20
36612,93.674471,19
36613,93.674472,18
36614,93.674472,17
36615,93.674472,16
36616,93.674472,15
36617,93.674472,14
36618,93.67453,13
36619,93.67453,12
36620,93.689881,13
36621,93.689881,14
36622,93.689881,15
36623,93.689881,16
36624,93.689881,17
36625,93.694204,16
36626,93.694204,15
36627,93.694204,14
36628,93.694204,13
36629,93.694204,12
36630,93.715818,13
36631,93.715818,14
36632,93.715818,15
36633,93.715818,16
36634,93.715818,17
36635,93.715818,18
36636,93.715818,19
36637,93.715818,20
36638,93.715818,21
36639,93.715818,22
36640,93.715818,23
36641,93.715818,24
36642,93.715818,25
36643,93.715818,26
36644,93.726389,25
36645,93.726389,24
36646,93.726389,23
36647,93.726389,22
36648,93.726389,21
36649,93.74115,22
36650,93.74115,23
36651,93.74115,24
36652,93.746616,23
36653,93.746616,22
36654,93.746617,21
36655,93.746617,20
36656,93.767151,21
36657,93.767151,22
36658,93.767151,23
36659,93.767151,24
36660,93.767151,25
36661,93.767151,26
36662,93.773641,25
36663,93.773641,24
36664,93.773641,23
36665,93.773641,22
36666,93.773641,21
36667,93.77372700000001,20
36668,93.77372700000001,19
36669,93.77372700000001,18
36670,93.77372700000001,17
36671,93.77372700000001,16
36672,93.77372700000001,15
36673,93.773728,14
36674,93.773728,13
36675,93.791529,14
36676,93.791529,15
36677,93.791529,16
36678,93.791529,17
36679,93.791529,18
36680,93.791529,19
36681,93.791529,20
36682,93.791529,21
36683,93.791529,22
36684,93.794501,21
36685,93.794501,20
36686,93.794501,19
36687,93.79450200000001,18
36688,93.79450200000001,17
36689,93.79450200000001,16
36690,93.82628199999999,15
36691,93.82628199999999,14
36692,93.82628199999999,13
36693,93.82628299999999,12
36694,93.82628299999999,11
36695,93.82637199999999,10
36696,93.82637199999999,9
36697,93.84225,10
36698,93.84225,11
36699,93.84225,12
36700,93.84225,13
36701,93.866476,14
36702,93.866476,15
36703,93.866476,16
36704,93.866476,17
36705,93.866476,18
36706,93.866476,19
36707,93.866476,20
36708,93.866476,21
36709,93.866476,22
36710,93.866476,23
36711,93.866476,24
36712,93.866476,25
36713,93.875199,24
36714,93.875199,23
36715,93.87530799999999,22
36716,93.87530799999999,21
36717,93.87530799999999,20
36718,93.87530799999999,19
36719,93.891987,20
36720,93.891987,21
36721,93.891987,22
36722,93.891987,23
36723,93.891987,24
36724,93.893948,23
36725,93.893948,22
36726,93.893948,21
36727,93.893948,20
36728,93.893948,19
36729,93.89394899999999,18
36730,93.89394899999999,17
36731,93.89394899999999,16
36732,93.894053,15
36733,93.894053,14
36734,93.894053,13
36735,93.894053,12
36736,93.917714,13
36737,93.926633,12
36738,93.926633,11
36739,93.926633,10
36740,93.926633,9
36741,93.926633,8
36742,93.942943,9
36743,93.942943,10
36744,93.942943,11
36745,93.942943,12
36746,93.942943,13
36747,93.942943,14
36748,93.942943,15
36749,93.942943,16
36750,93.946125,15
36751,93.96759200000001,16
36752,93.96759200000001,17
36753,93.96759200000001,18
36754,93.96759200000001,19
36755,93.96759200000001,20
36756,93.96759200000001,21
36757,93.976293,20
36758,93.976294,19
36759,93.976294,18
36760,93.976294,17
36761,93.976294,16
36762,93.976294,15
36763,93.976294,14
36764,93.976383,13
36765,93.992257,14
36766,93.994924,13
36767,93.994924,12
36768,93.994924,11
36769,93.994924,10
36770,93.994924,9
36771,93.994924,8
36772,94.017958,9
36773,94.017958,10
36774,94.017958,11
36775,94.017958,12
36776,94.017958,13
36777,94.02641700000001,12
36778,94.04372,13
36779,94.04372,14
36780,94.04372,15
36781,94.04372,16
36782,94.04372,17
36783,94.046277,16
36784,94.046277,15
36785,94.046277,14
36786,94.046277,13
36787,94.046278,12
36788,94.069076,13
36789,94.074313,12
36790,94.074313,11
36791,94.074313,10
36792,94.074313,9
36793,94.074313,8
36794,94.09479499999999,9
36795,94.09479499999999,10
36796,94.09479499999999,11
36797,94.09479499999999,12
36798,94.105614,11
36799,94.120653,12
36800,94.120653,13
36801,94.120653,14
36802,94.120653,15
36803,94.125639,14
36804,94.125639,13
36805,94.125639,12
36806,94.125639,11
36807,94.14745400000001,12
36808,94.156309,11
36809,94.156309,10
36810,94.156309,9
36811,94.156309,8
36812,94.171391,9
36813,94.171391,10
36814,94.171391,11
36815,94.171391,12
36816,94.171391,13
36817,94.171391,14
36818,94.171391,15
36819,94.171391,16
36820,94.171391,17
36821,94.171391,18
36822,94.171391,19
36823,94.171391,20
36824,94.17485400000001,19
36825,94.196606,20
36826,94.196606,21
36827,94.196606,22
36828,94.206304,21
36829,94.206304,20
36830,94.206304,19
36831,94.206304,18
36832,94.206305,17
36833,94.206305,16
36834,94.206305,15
36835,94.206305,14
36836,94.2064,13
36837,94.2064,12
36838,94.2064,11
36839,94.2064,10
36840,94.221773,11
36841,94.226196,10
36842,94.226196,9
36843,94.226196,8
36844,94.246705,9
36845,94.246705,10
36846,94.246705,11
36847,94.246705,12
36848,94.246705,13
36849,94.246705,14
36850,94.246705,15
36851,94.246705,16
36852,94.246705,17
36853,94.25652600000001,16
36854,94.272141,17
36855,94.272141,18
36856,94.272141,19
36857,94.272141,20
36858,94.272141,21
36859,94.272141,22
36860,94.272141,23
36861,94.272141,24
36862,94.272141,25
36863,94.272141,26
36864,94.272141,27
36865,94.27370400000001,26
36866,94.27379300000001,25
36867,94.27379300000001,24
36868,94.27379300000001,23
36869,94.27379300000001,22
36870,94.27379300000001,21
36871,94.27379300000001,20
36872,94.27379300000001,19
36873,94.27379300000001,18
36874,94.297108,19
36875,94.297108,20
36876,94.297108,21
36877,94.297108,22
36878,94.297108,23
36879,94.297108,24
36880,94.306039,23
36881,94.306039,22
36882,94.306039,21
36883,94.306039,20
36884,94.306039,19
36885,94.30604,18
36886,94.30604,17
36887,94.30614,16
36888,94.306141,15
36889,94.306141,14
36890,94.306141,13
36891,94.32245,14
36892,94.32245,15
36893,94.32245,16
36894,94.32245,17
36895,94.32245,18
36896,94.32245,19
36897,94.32245,20
36898,94.32245,21
36899,94.326001,20
36900,94.326002,19
36901,94.326002,18
36902,94.326002,17
36903,94.326002,16
36904,94.326002,15
36905,94.348051,16
36906,94.348051,17
36907,94.348051,18
36908,94.348051,19
36909,94.348051,20
36910,94.348051,21
36911,94.348051,22
36912,94.348051,23
36913,94.348051,24
36914,94.348051,25
36915,94.348051,26
36916,94.348051,27
36917,94.37289200000001,28
36918,94.37289200000001,29
36919,94.37289200000001,30
36920,94.385964,29
36921,94.385964,28
36922,94.385965,27
36923,94.385965,26
36924,94.385965,25
36925,94.385965,24
36926,94.385965,23
36927,94.385965,22
36928,94.38604000000001,21
36929,94.38604000000001,20
36930,94.38604000000001,19
36931,94.38604000000001,18
36932,94.38604000000001,17
36933,94.38604000000001,16
36934,94.386041,15
36935,94.386041,14
36936,94.386112,13
36937,94.386113,12
36938,94.386113,11
36939,94.386113,10
36940,94.39925699999999,11
36941,94.39925699999999,12
36942,94.39925699999999,13
36943,94.39925699999999,14
36944,94.39925699999999,15
36945,94.39925699999999,16
36946,94.39925699999999,17
36947,94.39925699999999,18
36948,94.405746,17
36949,94.405746,16
36950,94.405746,15
36951,94.424193,16
36952,94.424193,17
36953,94.424193,18
36954,94.424193,19
36955,94.424193,20
36956,94.424193,21
36957,94.424193,22
36958,94.424193,23
36959,94.434394,22
36960,94.434394,21
36961,94.434394,20
36962,94.449662,21
36963,94.449662,22
36964,94.47462,23
36965,94.47462,24
36966,94.47462,25
36967,94.47462,26
36968,94.47462,27
36969,94.47462,28
36970,94.47462,29
36971,94.47462,30
36972,94.486272,29
36973,94.486272,28
36974,94.486272,27
36975,94.486272,26
36976,94.486272,25
36977,94.486272,24
36978,94.486357,23
36979,94.486357,22
36980,94.486357,21
36981,94.486357,20
36982,94.486357,19
36983,94.486358,18
36984,94.486358,17
36985,94.48642,16
36986,94.48642,15
36987,94.500237,16
36988,94.500237,17
36989,94.500237,18
36990,94.500237,19
36991,94.506163,18
36992,94.506163,17
36993,94.50623,16
36994,94.50623,15
36995,94.50623,14
36996,94.506231,13
36997,94.506231,12
36998,94.506231,11
36999,94.52531,12
37000,94.52531,13
37001,94.52531,14
37002,94.536185,13
37003,94.536186,12
37004,94.536186,11
37005,94.54973000000001,12
37006,94.54973000000001,13
37007,94.54973000000001,14
37008,94.574483,15
37009,94.574483,16
37010,94.574483,17
37011,94.574483,18
37012,94.574483,19
37013,94.574483,20
37014,94.585981,19
37015,94.585981,18
37016,94.585981,17
37017,94.585982,16
37018,94.585982,15
37019,94.585982,14
37020,94.585982,13
37021,94.606052,12
37022,94.606052,11
37023,94.606052,10
37024,94.606124,9
37025,94.606124,8
37026,94.606124,7
37027,94.624512,8
37028,94.624512,9
37029,94.624512,10
37030,94.624512,11
37031,94.624512,12
37032,94.650215,13
37033,94.650215,14
37034,94.650215,15
37035,94.650215,16
37036,94.650215,17
37037,94.650215,18
37038,94.650215,19
37039,94.654043,18
37040,94.654043,17
37041,94.654043,16
37042,94.654043,15
37043,94.654044,14
37044,94.685916,13
37045,94.685916,12
37046,94.685916,11
37047,94.68597,10
37048,94.68597,9
37049,94.68597,8
37050,94.68597,7
37051,94.700474,8
37052,94.700474,9
37053,94.700474,10
37054,94.700474,11
37055,94.700474,12
37056,94.700474,13
37057,94.700474,14
37058,94.726069,15
37059,94.726069,16
37060,94.726069,17
37061,94.726069,18
37062,94.726069,19
37063,94.726069,20
37064,94.726069,21
37065,94.734422,20
37066,94.734422,19
37067,94.73442299999999,18
37068,94.73442299999999,17
37069,94.73442299999999,16
37070,94.73442299999999,15
37071,94.73442299999999,14
37072,94.75113,15
37073,94.75113,16
37074,94.75113,17
37075,94.75113,18
37076,94.755335,17
37077,94.755335,16
37078,94.755335,15
37079,94.755335,14
37080,94.755335,13
37081,94.755335,12
37082,94.755335,11
37083,94.776383,12
37084,94.776383,13
37085,94.776383,14
37086,94.776383,15
37087,94.776383,16
37088,94.776383,17
37089,94.776383,18
37090,94.776383,19
37091,94.776383,20
37092,94.785629,19
37093,94.785629,18
37094,94.785629,17
37095,94.785629,16
37096,94.80253,17
37097,94.80253,18
37098,94.80253,19
37099,94.80253,20
37100,94.80253,21
37101,94.80253,22
37102,94.80253,23
37103,94.806061,22
37104,94.806061,21
37105,94.806061,20
37106,94.806061,19
37107,94.806061,18
37108,94.806061,17
37109,94.806061,16
37110,94.806167,15
37111,94.806167,14
37112,94.82703599999999,15
37113,94.82703599999999,16
37114,94.82703599999999,17
37115,94.82703599999999,18
37116,94.836218,17
37117,94.836219,16
37118,94.836219,15
37119,94.836219,14
37120,94.836219,13
37121,94.836219,12
37122,94.836219,11
37123,94.851863,12
37124,94.851863,13
37125,94.851863,14
37126,94.851863,15
37127,94.851863,16
37128,94.851863,17
37129,94.851863,18
37130,94.851863,19
37131,94.851863,20
37132,94.851863,21
37133,94.851863,22
37134,94.854421,21
37135,94.854422,20
37136,94.854422,19
37137,94.854422,18
37138,94.876153,19
37139,94.876153,20
37140,94.885798,19
37141,94.885798,18
37142,94.885798,17
37143,94.885798,16
37144,94.885798,15
37145,94.885798,14
37146,94.885798,13
37147,94.885798,12
37148,94.885906,11
37149,94.885906,10
37150,94.885906,9
37151,94.902173,10
37152,94.902173,11
37153,94.902173,12
37154,94.90565699999999,11
37155,94.90565699999999,10
37156,94.92742700000001,11
37157,94.92742700000001,12
37158,94.92742700000001,13
37159,94.92742700000001,14
37160,94.92742700000001,15
37161,94.92742700000001,16
37162,94.92742700000001,17
37163,94.92742700000001,18
37164,94.93480500000001,17
37165,94.93480600000001,16
37166,94.93480600000001,15
37167,94.9522,16
37168,94.9522,17
37169,94.9522,18
37170,94.9522,19
37171,94.9522,20
37172,94.9522,21
37173,94.954844,20
37174,94.954844,19
37175,94.954844,18
37176,94.95484499999999,17
37177,94.95484499999999,16
37178,94.95484499999999,15
37179,94.95484499999999,14
37180,94.95484499999999,13
37181,94.97607099999999,14
37182,94.985745,13
37183,94.98574599999999,12
37184,94.98574599999999,11
37185,94.98574599999999,10
37186,94.98574599999999,9
37187,94.98574599999999,8
37188,95.002494,9
37189,95.002494,10
37190,95.002494,11
37191,95.006528,10
37192,95.02776300000001,11
37193,95.02776300000001,12
37194,95.02776300000001,13
37195,95.02776300000001,14
37196,95.02776300000001,15
37197,95.03588,14
37198,95.03588,13
37199,95.03588,12
37200,95.057158,13
37201,95.066541,12
37202,95.066541,11
37203,95.066541,10
37204,95.066541,9
37205,95.066541,8
37206,95.07847,9
37207,95.07847,10
37208,95.07847,11
37209,95.08548,10
37210,95.104559,11
37211,95.104559,12
37212,95.104559,13
37213,95.104559,14
37214,95.104559,15
37215,95.104559,16
37216,95.104559,17
37217,95.104559,18
37218,95.104559,19
37219,95.104559,20
37220,95.104559,21
37221,95.105592,20
37222,95.105666,19
37223,95.10566700000001,18
37224,95.129873,19
37225,95.135284,18
37226,95.135284,17
37227,95.135284,16
37228,95.135284,15
37229,95.135284,14
37230,95.135284,13
37231,95.135391,12
37232,95.135391,11
37233,95.135391,10
37234,95.135391,9
37235,95.135391,8
37236,95.155017,9
37237,95.155017,10
37238,95.155017,11
37239,95.155017,12
37240,95.155017,13
37241,95.155017,14
37242,95.155017,15
37243,95.16629,14
37244,95.179742,15
37245,95.179742,16
37246,95.179742,17
37247,95.179742,18
37248,95.179742,19
37249,95.179742,20
37250,95.179742,21
37251,95.179742,22
37252,95.185754,21
37253,95.185754,20
37254,95.18585300000001,19
37255,95.18585300000001,18
37256,95.18585300000001,17
37257,95.18585300000001,16
37258,95.18585300000001,15
37259,95.20565400000001,16
37260,95.21488199999999,15
37261,95.214883,14
37262,95.214883,13
37263,95.214883,12
37264,95.214883,11
37265,95.214883,10
37266,95.214988,9
37267,95.214989,8
37268,95.231575,9
37269,95.231575,10
37270,95.231575,11
37271,95.231575,12
37272,95.23605500000001,11
37273,95.257446,12
37274,95.257446,13
37275,95.257446,14
37276,95.257446,15
37277,95.257446,16
37278,95.265592,15
37279,95.26559300000001,14
37280,95.26559300000001,13
37281,95.26559300000001,12
37282,95.281829,13
37283,95.285472,12
37284,95.285523,11
37285,95.285523,10
37286,95.285523,9
37287,95.285523,8
37288,95.307541,9
37289,95.307541,10
37290,95.307541,11
37291,95.316183,10
37292,95.332677,11
37293,95.332677,12
37294,95.332677,13
37295,95.334808,12
37296,95.334808,11
37297,95.334808,10
37298,95.358645,11
37299,95.358645,12
37300,95.358645,13
37301,95.358645,14
37302,95.358645,15
37303,95.358645,16
37304,95.358645,17
37305,95.358645,18
37306,95.358645,19
37307,95.358645,20
37308,95.358645,21
37309,95.358645,22
37310,95.358645,23
37311,95.358645,24
37312,95.358645,25
37313,95.358645,26
37314,95.358645,27
37315,95.358645,28
37316,95.358645,29
37317,95.363982,28
37318,95.363982,27
37319,95.363982,26
37320,95.383924,27
37321,95.39540500000001,26
37322,95.39540500000001,25
37323,95.39540500000001,24
37324,95.39540500000001,23
37325,95.39540500000001,22
37326,95.39540500000001,21
37327,95.39540600000001,20
37328,95.39540600000001,19
37329,95.395487,18
37330,95.395487,17
37331,95.395487,16
37332,95.395487,15
37333,95.395487,14
37334,95.395487,13
37335,95.395487,12
37336,95.395487,11
37337,95.395555,10
37338,95.395556,9
37339,95.395556,8
37340,95.409182,9
37341,95.409182,10
37342,95.41539300000001,9
37343,95.435446,10
37344,95.435446,11
37345,95.435446,12
37346,95.435446,13
37347,95.435446,14
37348,95.435446,15
37349,95.435446,16
37350,95.435446,17
37351,95.435446,18
37352,95.435446,19
37353,95.435446,20
37354,95.435446,21
37355,95.44364200000001,20
37356,95.44364200000001,19
37357,95.45979799999999,20
37358,95.462963,19
37359,95.462963,18
37360,95.462963,17
37361,95.462963,16
37362,95.462963,15
37363,95.462963,14
37364,95.483862,15
37365,95.483862,16
37366,95.495464,15
37367,95.495464,14
37368,95.495464,13
37369,95.495464,12
37370,95.495464,11
37371,95.495464,10
37372,95.495464,9
37373,95.50916600000001,10
37374,95.50916600000001,11
37375,95.50916600000001,12
37376,95.50916600000001,13
37377,95.50916600000001,14
37378,95.50916600000001,15
37379,95.50916600000001,16
37380,95.50916600000001,17
37381,95.50916600000001,18
37382,95.50916600000001,19
37383,95.50916600000001,20
37384,95.50916600000001,21
37385,95.50916600000001,22
37386,95.50916600000001,23
37387,95.50916600000001,24
37388,95.50916600000001,25
37389,95.50916600000001,26
37390,95.50916600000001,27
37391,95.51435699999999,26
37392,95.51435699999999,25
37393,95.534009,26
37394,95.542846,25
37395,95.542846,24
37396,95.542846,23
37397,95.542846,22
37398,95.542847,21
37399,95.542847,20
37400,95.542847,19
37401,95.542847,18
37402,95.542941,17
37403,95.54294200000001,16
37404,95.54294200000001,15
37405,95.54294200000001,14
37406,95.54294200000001,13
37407,95.54294200000001,12
37408,95.54294200000001,11
37409,95.54294200000001,10
37410,95.543003,9
37411,95.559437,10
37412,95.559437,11
37413,95.559437,12
37414,95.585077,13
37415,95.585077,14
37416,95.585077,15
37417,95.585077,16
37418,95.585077,17
37419,95.585077,18
37420,95.585077,19
37421,95.595042,18
37422,95.595042,17
37423,95.595042,16
37424,95.595042,15
37425,95.595042,14
37426,95.613489,15
37427,95.613489,16
37428,95.613489,17
37429,95.613489,18
37430,95.613489,19
37431,95.613489,20
37432,95.613489,21
37433,95.614766,20
37434,95.614766,19
37435,95.614766,18
37436,95.614766,17
37437,95.614766,16
37438,95.614766,15
37439,95.614767,14
37440,95.63415400000001,15
37441,95.63415400000001,16
37442,95.63415400000001,17
37443,95.644911,16
37444,95.644911,15
37445,95.644911,14
37446,95.644911,13
37447,95.644911,12
37448,95.644911,11
37449,95.644911,10
37450,95.660265,11
37451,95.660265,12
37452,95.660265,13
37453,95.660265,14
37454,95.660265,15
37455,95.660265,16
37456,95.66575300000001,15
37457,95.66575300000001,14
37458,95.66575300000001,13
37459,95.684636,14
37460,95.684636,15
37461,95.684636,16
37462,95.684636,17
37463,95.684636,18
37464,95.684636,19
37465,95.684636,20
37466,95.684636,21
37467,95.684636,22
37468,95.684636,23
37469,95.69379,22
37470,95.693791,21
37471,95.693791,20
37472,95.693791,19
37473,95.693791,18
37474,95.693877,17
37475,95.710157,18
37476,95.710157,19
37477,95.710157,20
37478,95.710157,21
37479,95.710157,22
37480,95.713655,21
37481,95.713655,20
37482,95.713655,19
37483,95.713655,18
37484,95.713655,17
37485,95.713655,16
37486,95.713656,15
37487,95.713656,14
37488,95.713747,13
37489,95.713747,12
37490,95.735545,13
37491,95.735545,14
37492,95.735545,15
37493,95.735545,16
37494,95.735545,17
37495,95.735545,18
37496,95.735545,19
37497,95.735545,20
37498,95.74335500000001,19
37499,95.74335500000001,18
37500,95.74335500000001,17
37501,95.74335500000001,16
37502,95.74335500000001,15
37503,95.760323,16
37504,95.760323,17
37505,95.760323,18
37506,95.760323,19
37507,95.760323,20
37508,95.760323,21
37509,95.760323,22
37510,95.760323,23
37511,95.760323,24
37512,95.760323,25
37513,95.760323,26
37514,95.760323,27
37515,95.762854,26
37516,95.762854,25
37517,95.762855,24
37518,95.762855,23
37519,95.762855,22
37520,95.762855,21
37521,95.786174,22
37522,95.786174,23
37523,95.786174,24
37524,95.786174,25
37525,95.786174,26
37526,95.786174,27
37527,95.79431899999999,26
37528,95.79431899999999,25
37529,95.79431899999999,24
37530,95.79431899999999,23
37531,95.79432,22
37532,95.79432,21
37533,95.79432,20
37534,95.79432,19
37535,95.794409,18
37536,95.794409,17
37537,95.794409,16
37538,95.794409,15
37539,95.794409,14
37540,95.79441,13
37541,95.81118599999999,14
37542,95.81118599999999,15
37543,95.81118599999999,16
37544,95.81118599999999,17
37545,95.81118599999999,18
37546,95.81118599999999,19
37547,95.81118599999999,20
37548,95.814226,19
37549,95.814226,18
37550,95.814226,17
37551,95.814226,16
37552,95.814226,15
37553,95.814226,14
37554,95.83658199999999,15
37555,95.83658199999999,16
37556,95.83658199999999,17
37557,95.83658199999999,18
37558,95.83658199999999,19
37559,95.84281800000001,18
37560,95.84281800000001,17
37561,95.84281800000001,16
37562,95.84281800000001,15
37563,95.84281800000001,14
37564,95.84281800000001,13
37565,95.84281899999999,12
37566,95.861063,13
37567,95.861063,14
37568,95.861063,15
37569,95.861063,16
37570,95.861063,17
37571,95.886085,18
37572,95.886085,19
37573,95.886085,20
37574,95.886085,21
37575,95.886085,22
37576,95.886085,23
37577,95.886085,24
37578,95.895232,23
37579,95.895232,22
37580,95.895232,21
37581,95.895232,20
37582,95.895232,19
37583,95.895232,18
37584,95.895232,17
37585,95.895232,16
37586,95.895336,15
37587,95.895336,14
37588,95.911465,15
37589,95.911465,16
37590,95.911465,17
37591,95.911465,18
37592,95.911465,19
37593,95.911465,20
37594,95.911465,21
37595,95.911465,22
37596,95.92243,21
37597,95.922431,20
37598,95.922431,19
37599,95.922431,18
37600,95.922431,17
37601,95.922431,16
37602,95.922431,15
37603,95.93719,16
37604,95.93719,17
37605,95.93719,18
37606,95.93719,19
37607,95.93719,20
37608,95.942989,19
37609,95.942989,18
37610,95.942989,17
37611,95.943089,16
37612,95.943089,15
