,Time,Length
21540,57.554836,21
21541,57.554836,20
21542,57.554836,19
21543,57.554836,18
21544,57.554836,17
21545,57.554836,16
21546,57.55494399999999,15
21547,57.55494399999999,14
21548,57.55494399999999,13
21549,57.554945,12
21550,57.554945,11
21551,57.554945,10
21552,57.574949,9
21553,57.574949,8
21554,57.574949,7
21555,57.59922099999999,8
21556,57.59922099999999,9
21557,57.59922099999999,10
21558,57.59922099999999,11
21559,57.59922099999999,12
21560,57.59922099999999,13
21561,57.59922099999999,14
21562,57.59922099999999,15
21563,57.59922099999999,16
21564,57.59922099999999,17
21565,57.59922099999999,18
21566,57.59922099999999,19
21567,57.624168999999995,20
21568,57.624168999999995,21
21569,57.624168999999995,22
21570,57.635895,21
21571,57.635895,20
21572,57.635895,19
21573,57.635895,18
21574,57.635895,17
21575,57.635895,16
21576,57.635895999999995,15
21577,57.635895999999995,14
21578,57.636010999999996,13
21579,57.636010999999996,12
21580,57.636010999999996,11
21581,57.636010999999996,10
21582,57.648711999999996,11
21583,57.648711999999996,12
21584,57.648711999999996,13
21585,57.648711999999996,14
21586,57.648711999999996,15
21587,57.648711999999996,16
21588,57.648711999999996,17
21589,57.65569,16
21590,57.65569,15
21591,57.65569,14
21592,57.673405,15
21593,57.673405,16
21594,57.673405,17
21595,57.673405,18
21596,57.673405,19
21597,57.673405,20
21598,57.673405,21
21599,57.68496999999999,20
21600,57.68496999999999,19
21601,57.68496999999999,18
21602,57.68496999999999,17
21603,57.68496999999999,16
21604,57.68496999999999,15
21605,57.68496999999999,14
21606,57.699415,15
21607,57.699415,16
21608,57.699415,17
21609,57.699415,18
21610,57.699415,19
21611,57.699415,20
21612,57.699415,21
21613,57.703037,20
21614,57.703037,19
21615,57.703037,18
21616,57.703037,17
21617,57.703037,16
21618,57.703037,15
21619,57.703037,14
21620,57.72473299999999,15
21621,57.72473299999999,16
21622,57.72473299999999,17
21623,57.72473299999999,18
21624,57.734813,17
21625,57.734813,16
21626,57.734813,15
21627,57.734813,14
21628,57.734813,13
21629,57.734814,12
21630,57.734814,11
21631,57.749838000000004,12
21632,57.749838000000004,13
21633,57.749838000000004,14
21634,57.749838000000004,15
21635,57.749838000000004,16
21636,57.749838000000004,17
21637,57.756454000000005,16
21638,57.756454000000005,15
21639,57.756454000000005,14
21640,57.756454000000005,13
21641,57.775123,14
21642,57.775123,15
21643,57.775123,16
21644,57.775123,17
21645,57.785433,16
21646,57.785433999999995,15
21647,57.785433999999995,14
21648,57.785433999999995,13
21649,57.785433999999995,12
21650,57.785433999999995,11
21651,57.800601,12
21652,57.800601,13
21653,57.800601,14
21654,57.802409,13
21655,57.802409,12
21656,57.802496999999995,11
21657,57.802496999999995,10
21658,57.825205000000004,11
21659,57.825205000000004,12
21660,57.825205000000004,13
21661,57.835021,12
21662,57.835021999999995,11
21663,57.835021999999995,10
21664,57.851441,11
21665,57.851441,12
21666,57.851441,13
21667,57.851441,14
21668,57.851441,15
21669,57.851441,16
21670,57.85505,15
21671,57.85505,14
21672,57.855051,13
21673,57.877053000000004,14
21674,57.884696,13
21675,57.884696,12
21676,57.884696,11
21677,57.884696,10
21678,57.884696,9
21679,57.884696,8
21680,57.903273999999996,9
21681,57.903273999999996,10
21682,57.903273999999996,11
21683,57.903273999999996,12
21684,57.903273999999996,13
21685,57.903273999999996,14
21686,57.91425,13
21687,57.92785,14
21688,57.92785,15
21689,57.934785,14
21690,57.934785,13
21691,57.934785999999995,12
21692,57.934785999999995,11
21693,57.934785999999995,10
21694,57.934785999999995,9
21695,57.95314499999999,10
21696,57.96323100000001,9
21697,57.963232,8
21698,57.978,9
21699,57.978,10
21700,57.978,11
21701,57.978,12
21702,57.978,13
21703,57.978,14
21704,57.978,15
21705,57.978,16
21706,57.978,17
21707,57.978,18
21708,57.985395999999994,17
21709,58.002791,18
21710,58.014926,17
21711,58.014926,16
21712,58.014926,15
21713,58.014926,14
21714,58.014926,13
21715,58.014927,12
21716,58.014927,11
21717,58.014927,10
21718,58.01501999999999,9
21719,58.01501999999999,8
21720,58.027848,9
21721,58.036215000000006,8
21722,58.052787,9
21723,58.052787,10
21724,58.052787,11
21725,58.052787,12
21726,58.052787,13
21727,58.052787,14
21728,58.052787,15
21729,58.052787,16
21730,58.052787,17
21731,58.052787,18
21732,58.0551,17
21733,58.077905,18
21734,58.083027,17
21735,58.083027,16
21736,58.083027,15
21737,58.083027,14
21738,58.083027,13
21739,58.083027,12
21740,58.083125,11
21741,58.083125,10
21742,58.083125,9
21743,58.083125,8
21744,58.103398999999996,9
21745,58.115961999999996,8
21746,58.127889,9
21747,58.127889,10
21748,58.127889,11
21749,58.127889,12
21750,58.127889,13
21751,58.127889,14
21752,58.127889,15
21753,58.127889,16
21754,58.134482999999996,15
21755,58.15359,16
21756,58.166109999999996,15
21757,58.166109999999996,14
21758,58.166109999999996,13
21759,58.166109999999996,12
21760,58.166109999999996,11
21761,58.166111,10
21762,58.166111,9
21763,58.166225,8
21764,58.178495,9
21765,58.178495,10
21766,58.178495,11
21767,58.178495,12
21768,58.178495,13
21769,58.178495,14
21770,58.178495,15
21771,58.178495,16
21772,58.178495,17
21773,58.178495,18
21774,58.18488000000001,17
21775,58.204266000000004,18
21776,58.204266000000004,19
21777,58.204266000000004,20
21778,58.204266000000004,21
21779,58.204266000000004,22
21780,58.215031999999994,21
21781,58.215031999999994,20
21782,58.215031999999994,19
21783,58.215031999999994,18
21784,58.215031999999994,17
21785,58.215031999999994,16
21786,58.215033,15
21787,58.215033,14
21788,58.215127,13
21789,58.215127,12
21790,58.228402,13
21791,58.235837,12
21792,58.235837,11
21793,58.235838,10
21794,58.235838,9
21795,58.235838,8
21796,58.254034999999995,9
21797,58.254034999999995,10
21798,58.254034999999995,11
21799,58.254034999999995,12
21800,58.254034999999995,13
21801,58.254034999999995,14
21802,58.254034999999995,15
21803,58.254034999999995,16
21804,58.254034999999995,17
21805,58.254034999999995,18
21806,58.254034999999995,19
21807,58.254034999999995,20
21808,58.254034999999995,21
21809,58.254034999999995,22
21810,58.262561,21
21811,58.279405000000004,22
21812,58.279405000000004,23
21813,58.279405000000004,24
21814,58.279405000000004,25
21815,58.284934,24
21816,58.285011,23
21817,58.285011,22
21818,58.285011,21
21819,58.285012,20
21820,58.285012,19
21821,58.285012,18
21822,58.285012,17
21823,58.285012,16
21824,58.285075,15
21825,58.294892000000004,14
21826,58.294892000000004,13
21827,58.294892000000004,12
21828,58.294892000000004,11
21829,58.304441000000004,12
21830,58.304441000000004,13
21831,58.304441000000004,14
21832,58.304441000000004,15
21833,58.304441000000004,16
21834,58.304441000000004,17
21835,58.315006000000004,16
21836,58.315006000000004,15
21837,58.315006000000004,14
21838,58.315006000000004,13
21839,58.33051700000001,14
21840,58.33051700000001,15
21841,58.33051700000001,16
21842,58.33051700000001,17
21843,58.33051700000001,18
21844,58.33051700000001,19
21845,58.33051700000001,20
21846,58.33051700000001,21
21847,58.33051700000001,22
21848,58.33051700000001,23
21849,58.33498,22
21850,58.33498,21
21851,58.33498,20
21852,58.33498,19
21853,58.33498,18
21854,58.3351,17
21855,58.358593000000006,18
21856,58.358593000000006,19
21857,58.358593000000006,20
21858,58.358593000000006,21
21859,58.358593000000006,22
21860,58.358593000000006,23
21861,58.363117,22
21862,58.363117,21
21863,58.363117,20
21864,58.363117,19
21865,58.36311800000001,18
21866,58.36311800000001,17
21867,58.36311800000001,16
21868,58.36311800000001,15
21869,58.363226,14
21870,58.363227,13
21871,58.385229,14
21872,58.385229,15
21873,58.39519,14
21874,58.39519,13
21875,58.39519,12
21876,58.395191000000004,11
21877,58.395191000000004,10
21878,58.395191000000004,9
21879,58.408083999999995,10
21880,58.408083999999995,11
21881,58.408083999999995,12
21882,58.408083999999995,13
21883,58.408083999999995,14
21884,58.408083999999995,15
21885,58.408083999999995,16
21886,58.408083999999995,17
21887,58.414894999999994,16
21888,58.414894999999994,15
21889,58.433071999999996,16
21890,58.433071999999996,17
21891,58.433071999999996,18
21892,58.433071999999996,19
21893,58.433071999999996,20
21894,58.433071999999996,21
21895,58.443169999999995,20
21896,58.443169999999995,19
21897,58.443169999999995,18
21898,58.443169999999995,17
21899,58.443171,16
21900,58.443171,15
21901,58.443171,14
21902,58.443171,13
21903,58.458876000000004,14
21904,58.458876000000004,15
21905,58.462433,14
21906,58.462433,13
21907,58.462433,12
21908,58.462433,11
21909,58.462433,10
21910,58.462433,9
21911,58.483723,10
21912,58.483723,11
21913,58.483723,12
21914,58.483723,13
21915,58.483723,14
21916,58.495180000000005,13
21917,58.495181,12
21918,58.50839499999999,13
21919,58.50839499999999,14
21920,58.50839499999999,15
21921,58.50839499999999,16
21922,58.50839499999999,17
21923,58.50839499999999,18
21924,58.50839499999999,19
21925,58.50839499999999,20
21926,58.50839499999999,21
21927,58.51506,20
21928,58.51506,19
21929,58.51506,18
21930,58.51506,17
21931,58.51506,16
21932,58.534997,17
21933,58.534997,18
21934,58.535033999999996,17
21935,58.535033999999996,16
21936,58.535033999999996,15
21937,58.535033999999996,14
21938,58.535035,13
21939,58.535035,12
21940,58.535081999999996,11
21941,58.535081999999996,10
21942,58.535081999999996,9
21943,58.559957999999995,10
21944,58.559957999999995,11
21945,58.559957999999995,12
21946,58.562387,11
21947,58.562387,10
21948,58.586456999999996,11
21949,58.586456999999996,12
21950,58.586456999999996,13
21951,58.586456999999996,14
21952,58.586456999999996,15
21953,58.586456999999996,16
21954,58.586456999999996,17
21955,58.586456999999996,18
21956,58.586456999999996,19
21957,58.594742000000004,18
21958,58.594742000000004,17
21959,58.594742000000004,16
21960,58.611404,17
21961,58.611404,18
21962,58.615226,17
21963,58.615226,16
21964,58.615226,15
21965,58.615226,14
21966,58.615226,13
21967,58.615226,12
21968,58.615226,11
21969,58.615227000000004,10
21970,58.61533000000001,9
21971,58.63751,10
21972,58.63751,11
21973,58.644989,10
21974,58.644989,9
21975,58.662061,10
21976,58.662061,11
21977,58.662061,12
21978,58.662061,13
21979,58.662061,14
21980,58.66483,13
21981,58.66483,12
21982,58.686643999999994,13
21983,58.686643999999994,14
21984,58.686643999999994,15
21985,58.686643999999994,16
21986,58.686643999999994,17
21987,58.686643999999994,18
21988,58.686643999999994,19
21989,58.686643999999994,20
21990,58.694655000000004,19
21991,58.69465600000001,18
21992,58.69465600000001,17
21993,58.69465600000001,16
21994,58.69465600000001,15
21995,58.71516999999999,14
21996,58.71516999999999,13
21997,58.71516999999999,12
21998,58.715171,11
21999,58.715171,10
22000,58.715171,9
22001,58.715171,8
22002,58.715171,7
22003,58.736909,8
22004,58.736909,9
22005,58.736909,10
22006,58.736909,11
22007,58.763783999999994,12
22008,58.763783999999994,13
22009,58.763783999999994,14
22010,58.763783999999994,15
22011,58.763783999999994,16
22012,58.763783999999994,17
22013,58.763783999999994,18
22014,58.774786999999996,17
22015,58.774786999999996,16
22016,58.774786999999996,15
22017,58.774786999999996,14
22018,58.794428,13
22019,58.794429,12
22020,58.794429,11
22021,58.794429,10
22022,58.794429,9
22023,58.794429,8
22024,58.794429,7
22025,58.813345,8
22026,58.813345,9
22027,58.813345,10
22028,58.813345,11
22029,58.839062,12
22030,58.839062,13
22031,58.839062,14
22032,58.839062,15
22033,58.839062,16
22034,58.839062,17
22035,58.839062,18
22036,58.843724,17
22037,58.843724,16
22038,58.843724,15
22039,58.843724,14
22040,58.874727,13
22041,58.874728000000005,12
22042,58.874728000000005,11
22043,58.874728000000005,10
22044,58.874728000000005,9
22045,58.874795,8
22046,58.874795,7
22047,58.88998,8
22048,58.88998,9
22049,58.88998,10
22050,58.88998,11
22051,58.88998,12
22052,58.88998,13
22053,58.88998,14
22054,58.88998,15
22055,58.88998,16
22056,58.88998,17
22057,58.88998,18
22058,58.88998,19
22059,58.88998,20
22060,58.88998,21
22061,58.88998,22
22062,58.88998,23
22063,58.88998,24
22064,58.88998,25
22065,58.88998,26
22066,58.914191,27
22067,58.914191,28
22068,58.914191,29
22069,58.914191,30
22070,58.914191,31
22071,58.923117000000005,30
22072,58.923117000000005,29
22073,58.923117000000005,28
22074,58.923117000000005,27
22075,58.923117000000005,26
22076,58.923207,25
22077,58.923207,24
22078,58.923207,23
22079,58.923207,22
22080,58.923207,21
22081,58.923207,20
22082,58.923207,19
22083,58.923207,18
22084,58.923269,17
22085,58.923269999999995,16
22086,58.923269999999995,15
22087,58.923269999999995,14
22088,58.923269999999995,13
22089,58.923269999999995,12
22090,58.942035,13
22091,58.942035,14
22092,58.942035,15
22093,58.942035,16
22094,58.942035,17
22095,58.942035,18
22096,58.942035,19
22097,58.942035,20
22098,58.942749,19
22099,58.942749,18
22100,58.942749,17
22101,58.942749,16
22102,58.942749,15
22103,58.96488000000001,16
22104,58.96488000000001,17
22105,58.96488000000001,18
22106,58.96488000000001,19
22107,58.96488000000001,20
22108,58.96488000000001,21
22109,58.96488000000001,22
22110,58.96488000000001,23
22111,58.96488000000001,24
22112,58.96488000000001,25
22113,58.96488000000001,26
22114,58.96488000000001,27
22115,58.96488000000001,28
22116,58.97449399999999,27
22117,58.97449399999999,26
22118,58.99026800000001,27
22119,58.99026800000001,28
22120,58.99026800000001,29
22121,58.99026800000001,30
22122,58.994709,29
22123,58.99471,28
22124,58.99471,27
22125,58.99471,26
22126,58.99471,25
22127,58.99471,24
22128,58.994758999999995,23
22129,58.99476,22
22130,58.99476,21
22131,58.99476,20
22132,58.99476,19
22133,58.99476,18
22134,58.99476,17
22135,58.99476,16
22136,58.994815,15
22137,58.994816,14
22138,58.994816,13
22139,58.994816,12
22140,58.994816,11
22141,59.015689,12
22142,59.015689,13
22143,59.015689,14
22144,59.015689,15
22145,59.015689,16
22146,59.015689,17
22147,59.015689,18
22148,59.015689,19
22149,59.024876,18
22150,59.024876,17
22151,59.024876,16
22152,59.024877000000004,15
22153,59.041325,16
22154,59.041325,17
22155,59.041325,18
