"No.","Time","Source","Destination","Protocol","losts","count","req_ms","losts_extend"
"47673","63.510286","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5981 : 0,1,2,3,4,6,]","6","5733443",""
"47698","63.535001","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5937 : 0,27,30,31,41,42,]","6","5733468",""
"47718","63.559993","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5956 : 0,16,]","2","5733493",""
"47737","63.586213","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5981 : 0,2,8,9,10,11,]","6","5733519",""
"47747","63.610774","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5937 : 0,27,30,41,]","4","5733544",""
"47764","63.637309","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5956 : 0,]","1","5733569",""
"47783","63.660684","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5983 : 0,6,7,8,9,]","5","5733594",""
"47793","63.686445","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5964 : 0,3,14,]","3","5733619",""
"47815","63.711182","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5997 : 0,1,2,4,6,]","5","5733644",""
"47829","63.736333","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5989 : 0,3,]","2","5733669",""
"47847","63.761246","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5964 : 0,3,14,]","3","5733694",""
"47857","63.786245","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5997 : 0,2,4,6,9,]","5","5733719",""
"47873","63.811580","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5989 : 0,]","1","5733745",""
"47891","63.837122","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5967 : 0,11,]","2","5733770",""
"47905","63.862156","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5997 : 0,2,6,9,]","4","5733795",""
"47935","63.911863","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5967 : 0,11,42,43,44,45,46,47,48,49,51,52,]","12","5733845",""
"47942","63.936496","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5997 : 0,2,6,9,]","4","5733870",""
"47980","63.962571","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6021 : 0,1,2,]","3","5733896",""
"47996","63.987726","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5967 : 0,11,42,43,44,45,46,47,48,49,51,52,]","12","5733921",""
"48016","64.013430","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5997 : 0,2,]","2","5733946",""
"48036","64.038624","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6021 : 0,1,]","2","5733972",""
"48055","64.064592","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5967 : 0,11,42,43,44,46,47,48,49,51,]","10","5733998",""
"48078","64.089778","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5997 : 0,28,29,30,31,32,33,34,35,36,37,38,]","12","5734023",""
"48102","64.115014","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6022 : 0,]","1","5734048",""
"48123","64.139526","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5967 : 0,11,44,46,47,48,49,51,]","8","5734073",""
"48140","64.164815","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6025 : 0,1,2,3,4,5,6,8,9,10,]","10","5734098",""
"48169","64.189852","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6022 : 0,]","1","5734123",""
"48195","64.214578","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5967 : 0,44,46,47,48,49,70,71,72,73,74,75,]","12","5734148",""
"48218","64.239610","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6026 : 0,7,8,9,19,21,22,]","7","5734173",""
"48261","64.290147","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5967 : 0,44,48,49,70,71,72,73,75,]","9","5734223",""
"48271","64.314921","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6026 : 0,7,8,19,21,]","5","5734248",""
"48317","64.368630","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6015 : 0,1,23,25,27,]","5","5734298",""
"48328","64.390791","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6026 : 0,7,8,19,21,]","5","5734324",""
"48357","64.442185","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6015 : 0,25,27,36,37,38,39,40,41,42,43,44,45,46,47,50,]","16","5734375",""
"48365","64.466722","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6026 : 0,7,8,19,21,]","5","5734400",""
"48402","64.491590","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6067 : 0,]","1","5734425",""
"48414","64.517132","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6015 : 0,25,27,36,37,40,42,43,44,45,54,55,56,]","13","5734450",""
"48435","64.541582","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6034 : 0,13,]","2","5734475",""
"48493","64.592394","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6040 : 0,2,11,12,18,19,20,29,30,31,33,35,]","12","5734525",""
"48507","64.617217","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6034 : 0,13,]","2","5734550",""
"48549","64.668649","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6051 : 0,1,7,22,]","4","5734600",""
"48557","64.692814","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6047 : 0,31,32,33,34,35,36,37,]","8","5734625",""
"48599","64.746925","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6051 : 0,1,7,22,]","4","5734676",""
"48612","64.768740","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6047 : 0,31,33,35,37,]","5","5734702",""
"48634","64.794108","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6086 : 0,1,2,4,5,]","5","5734727",""
"48652","64.819101","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6051 : 0,7,22,42,43,44,46,]","7","5734752",""
"48672","64.844914","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6082 : 0,]","1","5734778",""
"48684","64.870377","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6086 : 0,1,4,]","3","5734803",""
"48708","64.894467","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6051 : 0,7,22,]","3","5734828",""
"48724","64.920139","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6100 : 0,1,2,]","3","5734853",""
"48747","64.945138","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6086 : 0,1,4,]","3","5734878",""
"48763","64.971055","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6051 : 0,22,53,54,55,56,57,58,59,]","9","5734904",""
"48785","64.995795","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6100 : 0,1,2,]","3","5734929",""
"48809","65.021368","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6086 : 0,1,4,27,29,30,]","6","5734954",""
"48821","65.046161","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6073 : 0,31,32,33,34,35,36,37,]","8","5734979",""
"48841","65.071266","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6101 : 0,]","1","5735004",""
"48859","65.095935","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6087 : 0,3,26,28,29,]","5","5735029",""
"48886","65.121737","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6073 : 0,31,34,35,47,]","5","5735055",""
"48912","65.147393","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6101 : 0,]","1","5735081",""
"48927","65.174063","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6087 : 0,3,26,28,29,35,36,37,38,]","9","5735107",""
"48944","65.199132","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6073 : 0,31,35,47,]","4","5735132",""
"48978","65.224059","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6101 : 0,]","1","5735157",""
"49000","65.249355","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6090 : 0,25,26,33,34,37,38,39,40,42,44,45,]","12","5735182",""
"49010","65.274220","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6073 : 0,31,47,]","3","5735207",""
"49043","65.298930","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6101 : 0,]","1","5735232",""
"49054","65.324007","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6090 : 0,25,26,33,37,40,42,44,45,48,49,50,]","12","5735257",""
"49067","65.348993","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6073 : 0,31,47,]","3","5735282",""
"49094","65.373623","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6142 : 0,1,2,3,]","4","5735307",""
"49114","65.399690","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6090 : 0,25,26,33,40,42,45,48,49,50,]","10","5735333",""
"49130","65.425635","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6073 : 0,31,47,]","3","5735359",""
"49153","65.451640","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6142 : 0,1,2,3,6,8,]","6","5735385",""
"49171","65.477212","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6115 : 0,1,8,15,17,]","5","5735410",""
"49193","65.501780","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6073 : 0,]","1","5735435",""
"49213","65.526592","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6142 : 0,1,2,3,8,12,]","6","5735460",""
"49228","65.551913","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6116 : 0,7,14,40,41,42,43,]","7","5735485",""
"49244","65.576512","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6073 : 0,]","1","5735510",""
"49263","65.602417","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6143 : 0,2,7,11,]","4","5735536",""
"49280","65.627840","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6116 : 0,7,41,42,43,]","5","5735561",""
"49305","65.653207","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6073 : 0,88,89,90,]","4","5735586",""
"49324","65.677580","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6145 : 0,9,]","2","5735611",""
"49339","65.703310","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6116 : 0,41,42,43,51,52,54,55,]","8","5735636",""
"49355","65.727779","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6073 : 0,88,89,]","3","5735661",""
"49398","65.779532","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6116 : 0,41,42,51,55,]","5","5735713",""
"49409","65.805359","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6073 : 0,88,89,]","3","5735738",""
"49440","65.855242","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6116 : 0,41,42,]","3","5735788",""
"49456","65.880029","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6174 : 0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,]","15","5735813",""
"49494","65.929880","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6157 : 0,1,]","2","5735863",""
"49502","65.954129","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6174 : 0,1,2,8,9,11,12,13,15,]","9","5735888",""
"49520","65.979749","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6191 : 0,1,2,3,]","4","5735913",""
"49541","66.004804","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6157 : 0,1,]","2","5735938",""
"49558","66.030644","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6174 : 0,9,11,12,15,23,24,25,]","8","5735964",""
"49589","66.080843","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6157 : 0,1,]","2","5736014",""
"49610","66.112700","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6174 : 0,9,12,15,24,25,]","6","5736039",""
"49625","66.131209","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6202 : 0,]","1","5736064",""
"49656","66.155888","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6157 : 0,1,47,48,51,]","5","5736089",""
"49664","66.180331","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6174 : 0,9,15,24,25,]","5","5736114",""
"49694","66.206977","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6202 : 0,8,9,10,11,]","5","5736140",""
"49706","66.232851","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6157 : 0,51,]","2","5736166",""
"49728","66.258688","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6174 : 0,9,15,24,25,]","5","5736191",""
"49740","66.282577","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6202 : 0,8,9,10,11,]","5","5736216",""
"49766","66.308056","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6218 : 0,1,2,3,6,]","5","5736241",""
"49789","66.332449","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6174 : 0,9,24,]","3","5736266",""
"49816","66.358634","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6202 : 0,8,10,11,]","4","5736292",""
"49839","66.383866","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6218 : 0,1,2,6,8,9,10,11,12,]","9","5736317",""
"49852","66.408553","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6174 : 0,9,]","2","5736342",""
"49875","66.433850","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6202 : 0,8,10,11,]","4","5736367",""
"49893","66.458609","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6218 : 0,1,2,8,11,12,]","6","5736392",""
"49906","66.484080","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6174 : 0,9,59,60,61,62,63,64,65,66,]","10","5736417",""
"49930","66.509070","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6210 : 0,2,3,]","3","5736442",""
"49954","66.534767","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6218 : 0,1,2,8,11,12,]","6","5736468",""
"49967","66.560121","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6174 : 0,9,59,60,61,62,63,64,65,66,69,70,71,72,]","14","5736493",""
"49983","66.584926","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6210 : 0,2,]","2","5736518",""
"50014","66.610302","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6220 : 0,6,9,10,]","4","5736543",""
"50034","66.635372","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6183 : 0,51,53,54,55,56,57,60,61,63,]","10","5736568",""
"50048","66.659397","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6210 : 0,2,38,39,40,41,42,43,44,45,]","10","5736593",""
"50076","66.685025","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6220 : 0,6,9,38,]","4","5736618",""
"50096","66.710224","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6236 : 0,1,3,4,7,8,10,]","7","5736643",""
"50113","66.735082","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6212 : 0,37,39,40,42,43,48,]","7","5736668",""
"50124","66.762133","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6220 : 0,6,9,38,]","4","5736693",""
"50146","66.784961","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6236 : 0,1,3,4,7,8,10,]","7","5736718",""
"50156","66.810596","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6212 : 0,37,39,40,43,]","5","5736744",""
"50187","66.835880","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6258 : 0,7,8,9,11,]","5","5736769",""
"50205","66.861334","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6236 : 0,1,4,8,]","4","5736794",""
"50226","66.886037","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6212 : 0,39,40,43,59,60,61,62,63,]","9","5736819",""
"50241","66.910857","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6258 : 0,9,11,]","3","5736844",""
"50264","66.936111","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6240 : 0,39,40,41,]","4","5736869",""
"50279","66.961414","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6251 : 0,1,4,21,24,]","5","5736894",""
"50302","66.986552","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6258 : 0,9,11,25,27,]","5","5736920",""
"50313","67.012510","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6240 : 0,39,40,41,]","4","5736946",""
"50329","67.038196","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6252 : 0,3,20,]","3","5736971",""
"50348","67.063271","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6267 : 0,2,16,18,]","4","5736996",""
"50381","67.087709","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6279 : 0,1,8,9,11,12,13,]","7","5737021",""
"50418","67.139104","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6269 : 0,14,16,27,28,29,31,33,]","8","5737071",""
"50434","67.162621","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6279 : 0,1,9,13,]","4","5737096",""
"50477","67.214678","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6283 : 0,2,13,14,15,21,22,23,24,25,26,]","11","5737148",""
"50486","67.240332","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6280 : 0,]","1","5737173",""
"50529","67.291323","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6283 : 0,13,14,15,21,23,24,26,]","8","5737224",""
"50544","67.316694","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6280 : 0,]","1","5737250",""
"50557","67.342046","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6314 : 0,1,2,]","3","5737275",""
"50572","67.367094","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6283 : 0,14,23,26,]","4","5737300",""
"50585","67.391923","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6280 : 0,]","1","5737325",""
"50597","67.416748","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6314 : 0,1,2,5,6,7,8,]","7","5737350",""
"50615","67.442366","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6283 : 0,14,]","2","5737376",""
"50658","67.493076","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6314 : 0,1,2,5,6,10,11,12,13,14,15,16,]","12","5737426",""
"50679","67.517544","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6283 : 0,14,]","2","5737451",""
"50703","67.543463","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6333 : 0,1,2,3,4,]","5","5737477",""
"50719","67.569889","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6315 : 0,4,10,11,12,13,15,]","7","5737503",""
"50737","67.595994","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6297 : 0,]","1","5737529",""
"50757","67.621012","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6333 : 0,1,2,3,4,6,7,8,9,]","9","5737554",""
"50773","67.645848","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6315 : 0,4,10,11,12,15,]","6","5737579",""
"50787","67.670973","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6297 : 0,]","1","5737604",""
"50811","67.696188","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6334 : 0,1,2,5,6,8,]","6","5737629",""
"50825","67.721044","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6315 : 0,4,10,15,]","4","5737654",""
"50850","67.746006","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6297 : 0,47,48,49,50,51,52,53,54,55,56,]","11","5737679",""
"50866","67.770399","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6334 : 0,2,6,8,]","4","5737704",""
"50897","67.806029","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6315 : 0,4,15,]","3","5737729",""
"50906","67.821901","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6297 : 0,47,50,51,53,58,59,60,]","8","5737755",""
"50930","67.847247","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6336 : 0,4,6,]","3","5737780",""
"50949","67.872052","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6315 : 0,4,15,]","3","5737805",""
"50960","67.896798","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6348 : 0,7,8,9,]","4","5737830",""
"50973","67.921824","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6336 : 0,4,23,24,25,26,27,28,29,30,31,32,]","12","5737855",""
"50989","67.947330","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6315 : 0,4,15,]","3","5737880",""
"51019","67.971503","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6355 : 0,]","1","5737905",""
"51040","67.998042","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6340 : 0,19,20,21,25,]","5","5737930",""
"51050","68.022494","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6315 : 0,4,15,56,57,58,59,60,61,]","9","5737955",""
"51069","68.046782","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6355 : 0,]","1","5737980",""
"51099","68.072100","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6340 : 0,20,25,]","3","5738005",""
"51106","68.096628","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6315 : 0,4,15,56,57,58,59,60,64,66,67,68,]","12","5738030",""
"51123","68.122813","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6355 : 0,]","1","5738056",""
"51149","68.147748","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6340 : 0,20,25,45,46,47,48,49,]","8","5738081",""
"51167","68.172084","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6372 : 0,2,7,9,10,11,]","6","5738106",""
"51195","68.198973","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6355 : 0,36,38,39,40,]","5","5738132",""
"51211","68.223818","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6340 : 0,45,46,47,48,49,]","6","5738157",""
"51236","68.248590","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6372 : 0,2,7,9,10,26,28,29,]","8","5738182",""
"51259","68.273976","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6355 : 0,36,39,]","3","5738207",""
"51277","68.300102","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6385 : 0,1,2,3,4,]","5","5738233",""
"51304","68.325022","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6379 : 0,3,22,]","3","5738258",""
"51316","68.349769","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6355 : 0,36,]","2","5738283",""
"51331","68.375946","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6386 : 0,1,2,17,18,19,20,21,22,23,24,25,26,27,28,29,]","16","5738309",""
"51343","68.400599","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6379 : 0,3,]","2","5738334",""
"51370","68.426235","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6355 : 0,]","1","5738359",""
"51381","68.451375","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6386 : 0,1,2,17,20,21,22,23,24,26,27,28,]","12","5738384",""
"51390","68.476136","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6379 : 0,3,]","2","5738409",""
"51434","68.526118","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6386 : 0,1,2,20,21,22,23,28,31,32,33,34,35,]","13","5738459",""
"51447","68.551288","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6379 : 0,45,]","2","5738484",""
"51486","68.601411","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6386 : 0,2,20,22,23,28,31,32,35,41,45,46,]","12","5738535",""
"51501","68.626729","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6379 : 0,45,]","2","5738560",""
"51528","68.651664","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6434 : 0,1,]","2","5738585",""
"51545","68.677446","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6386 : 0,2,20,22,23,28,31,32,46,51,]","10","5738611",""
"51563","68.703532","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6379 : 0,45,]","2","5738637",""
"51581","68.728772","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6434 : 0,1,5,6,7,8,]","6","5738662",""
"51596","68.753938","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[6386 : 0,2,20,22,28,31,]","6","5738687",""
