"No.","Time","Source","Destination","Protocol","frame","subseq","seq","ts","pkt_cnt","stream_type","frame_type"
"87","1.058526","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","0","0","12920","32","0","0"
"88","1.058526","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","1","1","12921","32","0","0"
"89","1.058526","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","2","2","12921","32","0","0"
"90","1.058526","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","3","3","12921","32","0","0"
"91","1.058526","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","4","4","12921","32","0","0"
"92","1.058526","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","5","5","12921","32","0","0"
"93","1.058527","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","6","6","12922","32","0","0"
"94","1.058630","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","7","7","12922","32","0","0"
"95","1.058630","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","8","8","12922","32","0","0"
"96","1.058631","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","9","9","12922","32","0","0"
"97","1.058631","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","10","10","12922","32","0","0"
"98","1.058631","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","11","11","12922","32","0","0"
"99","1.058631","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","12","12","12922","32","0","0"
"100","1.058631","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","13","13","12922","32","0","0"
"101","1.058631","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","14","14","12922","32","0","0"
"102","1.058710","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","15","15","12923","32","0","0"
"103","1.058710","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","16","16","12923","32","0","0"
"104","1.058710","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","17","17","12923","32","0","0"
"105","1.058710","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","18","18","12923","32","0","0"
"106","1.058710","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","19","19","12923","32","0","0"
"107","1.058711","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","20","20","12923","32","0","0"
"108","1.058711","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","21","21","12923","32","0","0"
"109","1.058711","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","22","22","12923","32","0","0"
"110","1.058768","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","23","23","12923","32","0","0"
"111","1.058768","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","24","24","12923","32","0","0"
"112","1.058768","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","25","25","12923","32","0","0"
"113","1.058768","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","26","26","12923","32","0","0"
"114","1.058768","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","27","27","12924","32","0","0"
"115","1.058768","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","28","28","12924","32","0","0"
"116","1.058769","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","29","29","12924","32","0","0"
"117","1.058769","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","30","30","12924","32","0","0"
"118","1.058833","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1001","31","31","12924","32","0","0"
"128","1.148278","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1002","0","32","13009","7","0","1"
"129","1.148278","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1002","1","33","13009","7","0","1"
"130","1.148278","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1002","2","34","13009","7","0","1"
"131","1.148278","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1002","3","35","13010","7","0","1"
"132","1.148278","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1002","4","36","13010","7","0","1"
"133","1.148279","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1002","5","37","13010","7","0","1"
"134","1.148279","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1002","6","38","13010","7","0","1"
"148","1.208119","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1003","0","39","13076","6","0","1"
"149","1.208119","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1003","1","40","13077","6","0","1"
"151","1.215985","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1003","2","41","13077","6","0","1"
"152","1.215985","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1003","3","42","13078","6","0","1"
"153","1.215986","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1003","4","43","13078","6","0","1"
"154","1.215986","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1003","5","44","13078","6","0","1"
"168","1.275990","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1004","0","45","13144","6","0","1"
"169","1.275990","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1004","1","46","13144","6","0","1"
"170","1.275990","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1004","2","47","13144","6","0","1"
"173","1.289125","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1004","3","48","13145","6","0","1"
"174","1.289125","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1004","4","49","13145","6","0","1"
"175","1.289125","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1004","5","50","13145","6","0","1"
"191","1.387718","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1005","0","51","13247","5","0","1"
"192","1.387718","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1005","1","52","13248","5","0","1"
"193","1.387718","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1005","2","53","13248","5","0","1"
"194","1.387719","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1005","3","54","13248","5","0","1"
"195","1.387719","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1005","4","55","13248","5","0","1"
"208","1.436565","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1006","0","56","13306","6","0","1"
"211","1.448207","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1006","1","57","13306","6","0","1"
"212","1.448208","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1006","2","58","13307","6","0","1"
"213","1.448208","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1006","3","59","13307","6","0","1"
"214","1.448208","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1006","4","60","13307","6","0","1"
"215","1.448208","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1006","5","61","13307","6","0","1"
"228","1.509095","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1007","0","62","13369","5","0","1"
"229","1.509095","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1007","1","63","13369","5","0","1"
"230","1.509095","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1007","2","64","13369","5","0","1"
"231","1.509095","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1007","3","65","13369","5","0","1"
"232","1.509095","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1007","4","66","13370","5","0","1"
"248","1.568067","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1008","0","67","13436","6","0","1"
"249","1.568067","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1008","1","68","13436","6","0","1"
"250","1.568067","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1008","2","69","13436","6","0","1"
"251","1.568067","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1008","3","70","13437","6","0","1"
"252","1.568067","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1008","4","71","13437","6","0","1"
"255","1.576597","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1008","5","72","13437","6","0","1"
"268","1.637012","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1009","0","73","13507","6","0","1"
"270","1.647699","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1009","1","74","13508","6","0","1"
"271","1.647699","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1009","2","75","13508","6","0","1"
"272","1.647699","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1009","3","76","13509","6","0","1"
"273","1.647700","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1009","4","77","13509","6","0","1"
"274","1.647700","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1009","5","78","13509","6","0","1"
"287","1.708024","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1010","0","79","13573","6","0","1"
"288","1.708024","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1010","1","80","13573","6","0","1"
"289","1.708024","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1010","2","81","13574","6","0","1"
"290","1.708025","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1010","3","82","13575","6","0","1"
"291","1.708025","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1010","4","83","13575","6","0","1"
"292","1.708025","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1010","5","84","13575","6","0","1"
"312","1.808126","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1011","0","85","13669","6","0","1"
"313","1.808126","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1011","1","86","13670","6","0","1"
"314","1.808126","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1011","2","87","13670","6","0","1"
"315","1.808126","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1011","3","88","13671","6","0","1"
"316","1.808126","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1011","4","89","13671","6","0","1"
"317","1.808126","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1011","5","90","13672","6","0","1"
"334","1.887919","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1012","0","91","13757","6","0","1"
"335","1.887919","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1012","1","92","13758","6","0","1"
"339","1.898128","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1012","2","93","13758","6","0","1"
"340","1.898128","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1012","3","94","13758","6","0","1"
"341","1.898128","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1012","4","95","13759","6","0","1"
"342","1.898128","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1012","5","96","13759","6","0","1"
"353","1.936014","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1013","0","97","13805","6","0","1"
"354","1.936014","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1013","1","98","13805","6","0","1"
"356","1.948386","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1013","2","99","13806","6","0","1"
"357","1.948386","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1013","3","100","13806","6","0","1"
"358","1.948387","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1013","4","101","13806","6","0","1"
"360","1.948387","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1013","5","102","13806","6","0","1"
"372","2.008100","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1014","0","103","13872","6","0","1"
"373","2.008101","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1014","1","104","13873","6","0","1"
"374","2.008101","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1014","2","105","13873","6","0","1"
"375","2.008101","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1014","3","106","13873","6","0","1"
"376","2.008101","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1014","4","107","13874","6","0","1"
"377","2.008101","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1014","5","108","13874","6","0","1"
"392","2.067995","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1015","0","109","13937","6","0","1"
"393","2.067995","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1015","1","110","13937","6","0","1"
"396","2.076182","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1015","2","111","13937","6","0","1"
"397","2.076182","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1015","3","112","13938","6","0","1"
"398","2.076182","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1015","4","113","13938","6","0","1"
"399","2.076182","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1015","5","114","13938","6","0","1"
"413","2.128023","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1016","0","115","13998","8","0","1"
"414","2.128023","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1016","1","116","13998","8","0","1"
"416","2.136623","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1016","2","117","13998","8","0","1"
"417","2.136623","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1016","3","118","13998","8","0","1"
"418","2.136623","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1016","4","119","13998","8","0","1"
"419","2.136623","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1016","5","120","13999","8","0","1"
"420","2.136623","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1016","6","121","13999","8","0","1"
"421","2.136623","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1016","7","122","13999","8","0","1"
"441","2.195524","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1017","0","123","14061","12","0","1"
"442","2.195524","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1017","1","124","14062","12","0","1"
"443","2.195524","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1017","2","125","14062","12","0","1"
"444","2.195524","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1017","3","126","14062","12","0","1"
"445","2.195524","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1017","4","127","14062","12","0","1"
"446","2.195525","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1017","5","128","14062","12","0","1"
"447","2.195525","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1017","6","129","14063","12","0","1"
"448","2.195525","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1017","7","130","14063","12","0","1"
"449","2.195643","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1017","8","131","14063","12","0","1"
"450","2.195644","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1017","9","132","14063","12","0","1"
"451","2.195644","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1017","10","133","14063","12","0","1"
"452","2.195644","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1017","11","134","14063","12","0","1"
"465","2.269348","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1018","0","135","14127","5","0","1"
"466","2.269348","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1018","1","136","14127","5","0","1"
"467","2.269348","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1018","2","137","14128","5","0","1"
"468","2.269348","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1018","3","138","14128","5","0","1"
"469","2.269348","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1018","4","139","14128","5","0","1"
"486","2.335911","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1019","0","140","14202","5","0","1"
"487","2.335911","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1019","1","141","14202","5","0","1"
"488","2.335911","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1019","2","142","14202","5","0","1"
"489","2.335911","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1019","3","143","14202","5","0","1"
"491","2.348408","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1019","4","144","14203","5","0","1"
"513","2.427999","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1020","0","145","14296","12","0","1"
"514","2.427999","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1020","1","146","14296","12","0","1"
"515","2.427999","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1020","2","147","14297","12","0","1"
"516","2.427999","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1020","3","148","14297","12","0","1"
"519","2.436366","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1020","4","149","14297","12","0","1"
"520","2.436366","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1020","5","150","14297","12","0","1"
"521","2.436366","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1020","6","151","14297","12","0","1"
"522","2.436366","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1020","7","152","14297","12","0","1"
"523","2.436366","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1020","8","153","14297","12","0","1"
"524","2.436366","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1020","9","154","14297","12","0","1"
"525","2.436455","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1020","10","155","14297","12","0","1"
"526","2.436455","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1020","11","156","14298","12","0","1"
"550","2.497325","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1021","0","157","14362","15","0","1"
"551","2.497325","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1021","1","158","14362","15","0","1"
"552","2.497326","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1021","2","159","14363","15","0","1"
"553","2.497326","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1021","3","160","14363","15","0","1"
"554","2.497326","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1021","4","161","14363","15","0","1"
"555","2.497326","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1021","5","162","14363","15","0","1"
"556","2.497326","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1021","6","163","14363","15","0","1"
"557","2.497436","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1021","7","164","14363","15","0","1"
"558","2.497436","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1021","8","165","14363","15","0","1"
"559","2.497436","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1021","9","166","14363","15","0","1"
"560","2.497436","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1021","10","167","14363","15","0","1"
"561","2.497437","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1021","11","168","14364","15","0","1"
"562","2.497437","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1021","12","169","14364","15","0","1"
"563","2.497437","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1021","13","170","14364","15","0","1"
"564","2.497437","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1021","14","171","14364","15","0","1"
"590","2.568554","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1022","0","172","14429","13","0","1"
"591","2.568554","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1022","1","173","14429","13","0","1"
"592","2.568554","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1022","2","174","14430","13","0","1"
"593","2.568554","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1022","3","175","14430","13","0","1"
"594","2.568554","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1022","4","176","14430","13","0","1"
"595","2.568554","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1022","5","177","14430","13","0","1"
"596","2.568554","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1022","6","178","14431","13","0","1"
"597","2.568555","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1022","7","179","14432","13","0","1"
"598","2.568668","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1022","8","180","14432","13","0","1"
"599","2.568668","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1022","9","181","14433","13","0","1"
"600","2.568668","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1022","10","182","14433","13","0","1"
"601","2.568668","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1022","11","183","14433","13","0","1"
"602","2.568668","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1022","12","184","14433","13","0","1"
"628","2.636494","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1023","0","185","14498","13","0","1"
"629","2.636494","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1023","1","186","14498","13","0","1"
"630","2.636494","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1023","2","187","14499","13","0","1"
"631","2.636494","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1023","3","188","14500","13","0","1"
"632","2.636494","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1023","4","189","14501","13","0","1"
"633","2.636494","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1023","5","190","14501","13","0","1"
"634","2.636494","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1023","6","191","14502","13","0","1"
"635","2.636494","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1023","7","192","14502","13","0","1"
"636","2.636619","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1023","8","193","14502","13","0","1"
"637","2.636620","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1023","9","194","14503","13","0","1"
"638","2.636620","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1023","10","195","14503","13","0","1"
"639","2.636620","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1023","11","196","14503","13","0","1"
"640","2.636620","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1023","12","197","14503","13","0","1"
"663","2.708543","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1024","0","198","14574","13","0","1"
"664","2.708544","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1024","1","199","14574","13","0","1"
"665","2.708544","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1024","2","200","14574","13","0","1"
"666","2.708544","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1024","3","201","14574","13","0","1"
"667","2.708544","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1024","4","202","14575","13","0","1"
"668","2.708544","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1024","5","203","14575","13","0","1"
"669","2.708544","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1024","6","204","14575","13","0","1"
"670","2.708669","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1024","7","205","14575","13","0","1"
"671","2.708669","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1024","8","206","14575","13","0","1"
"672","2.708669","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1024","9","207","14575","13","0","1"
"673","2.708669","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1024","10","208","14575","13","0","1"
"674","2.708669","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1024","11","209","14575","13","0","1"
"675","2.708669","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1024","12","210","14576","13","0","1"
"698","2.768112","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1025","0","211","14635","16","0","1"
"699","2.768113","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1025","1","212","14635","16","0","1"
"700","2.768113","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1025","2","213","14636","16","0","1"
"701","2.768113","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1025","3","214","14636","16","0","1"
"702","2.768113","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1025","4","215","14636","16","0","1"
"703","2.768113","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1025","5","216","14636","16","0","1"
"704","2.768113","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1025","6","217","14637","16","0","1"
"705","2.768113","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1025","7","218","14637","16","0","1"
"706","2.768217","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1025","8","219","14637","16","0","1"
"708","2.776683","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1025","9","220","14637","16","0","1"
"709","2.776684","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1025","10","221","14637","16","0","1"
"710","2.776684","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1025","11","222","14638","16","0","1"
"711","2.776684","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1025","12","223","14638","16","0","1"
"712","2.776684","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1025","13","224","14638","16","0","1"
"713","2.776684","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1025","14","225","14638","16","0","1"
"714","2.776684","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1025","15","226","14638","16","0","1"
"747","2.868401","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1026","0","227","14706","13","0","1"
"748","2.868452","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1026","1","228","14706","13","0","1"
"749","2.868452","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1026","2","229","14707","13","0","1"
"750","2.868452","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1026","3","230","14707","13","0","1"
"751","2.868452","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1026","4","231","14707","13","0","1"
"752","2.868452","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1026","5","232","14707","13","0","1"
"753","2.868510","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1026","6","233","14707","13","0","1"
"754","2.868510","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1026","7","234","14707","13","0","1"
"755","2.868510","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1026","8","235","14707","13","0","1"
"756","2.868510","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1026","9","236","14708","13","0","1"
"757","2.868510","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1026","10","237","14708","13","0","1"
"758","2.868510","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1026","11","238","14708","13","0","1"
"760","2.868570","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1026","12","239","14708","13","0","1"
"770","2.897020","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1027","0","240","14766","13","0","1"
"772","2.908355","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1027","1","241","14766","13","0","1"
"773","2.908355","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1027","2","242","14767","13","0","1"
"774","2.908355","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1027","3","243","14767","13","0","1"
"775","2.908355","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1027","4","244","14768","13","0","1"
"776","2.908355","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1027","5","245","14768","13","0","1"
"777","2.908356","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1027","6","246","14768","13","0","1"
"778","2.908356","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1027","7","247","14769","13","0","1"
"779","2.908356","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1027","8","248","14769","13","0","1"
"780","2.908477","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1027","9","249","14769","13","0","1"
"781","2.908477","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1027","10","250","14769","13","0","1"
"782","2.908477","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1027","11","251","14770","13","0","1"
"783","2.908477","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1027","12","252","14770","13","0","1"
"804","2.967993","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1028","0","253","14835","14","0","1"
"805","2.967993","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1028","1","254","14835","14","0","1"
"806","2.967993","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1028","2","255","14837","14","0","1"
"807","2.967993","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1028","3","256","14837","14","0","1"
"808","2.967993","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1028","4","257","14837","14","0","1"
"811","2.976598","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1028","5","258","14837","14","0","1"
"812","2.976598","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1028","6","259","14838","14","0","1"
"813","2.976598","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1028","7","260","14838","14","0","1"
"814","2.976598","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1028","8","261","14838","14","0","1"
"815","2.976598","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1028","9","262","14838","14","0","1"
