"No.","Time","Source","Destination","Protocol","frame","subseq","seq","ts","pkt_cnt","stream_type","frame_type"
"64221","99.340144","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2488","4","8627","45667","5","0","1"
"64267","99.412054","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2489","0","8628","45732","5","0","1"
"64288","99.412208","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2489","1","8629","45733","5","0","1"
"64289","99.412208","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2489","2","8630","45733","5","0","1"
"64290","99.412208","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2489","3","8631","45734","5","0","1"
"64291","99.412257","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2489","4","8632","45734","5","0","1"
"64376","99.563564","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2490","0","8633","45802","5","0","1"
"64377","99.563564","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2490","1","8634","45803","5","0","1"
"64378","99.563564","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2490","2","8635","45803","5","0","1"
"64379","99.563565","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2490","3","8636","45803","5","0","1"
"64381","99.563565","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2490","4","8637","45804","5","0","1"
"64384","99.563656","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2491","0","8638","45869","10","0","1"
"64385","99.563656","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2491","1","8639","45869","10","0","1"
"64386","99.563656","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2491","2","8640","45870","10","0","1"
"64387","99.563657","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2491","3","8641","45871","10","0","1"
"64388","99.563657","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2491","4","8642","45871","10","0","1"
"64389","99.563657","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2491","5","8643","45871","10","0","1"
"64390","99.563735","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2491","6","8644","45871","10","0","1"
"64391","99.563735","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2491","7","8645","45872","10","0","1"
"64392","99.563736","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2491","8","8646","45872","10","0","1"
"64393","99.563736","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2491","9","8647","45872","10","0","1"
"64416","99.612989","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2492","0","8648","45933","5","0","1"
"64417","99.612989","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2492","1","8649","45934","5","0","1"
"64429","99.613079","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2492","2","8650","45935","5","0","1"
"64430","99.613079","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2492","3","8651","45935","5","0","1"
"64431","99.613080","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2492","4","8652","45936","5","0","1"
"64471","99.682320","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2493","0","8653","46003","5","0","1"
"64472","99.682320","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2493","1","8654","46003","5","0","1"
"64473","99.682320","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2493","2","8655","46004","5","0","1"
"64474","99.682320","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2493","3","8656","46005","5","0","1"
"64475","99.682320","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2493","4","8657","46005","5","0","1"
"64530","99.740230","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2494","0","8658","46065","6","0","1"
"64531","99.740230","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2494","1","8659","46066","6","0","1"
"64532","99.740230","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2494","2","8660","46066","6","0","1"
"64533","99.740230","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2494","3","8661","46066","6","0","1"
"64534","99.740231","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2494","4","8662","46066","6","0","1"
"64537","99.752268","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2494","5","8663","46066","6","0","1"
"64583","99.813306","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2495","0","8664","46134","6","0","1"
"64584","99.813307","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2495","1","8665","46135","6","0","1"
"64585","99.813307","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2495","2","8666","46135","6","0","1"
"64586","99.813307","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2495","3","8667","46135","6","0","1"
"64588","99.813364","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2495","4","8668","46136","6","0","1"
"64589","99.813364","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2495","5","8669","46136","6","0","1"
"64611","99.872030","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2496","0","8670","46198","6","0","1"
"64612","99.872030","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2496","1","8671","46199","6","0","1"
"64613","99.872030","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2496","2","8672","46200","6","0","1"
"64617","99.883052","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2496","3","8673","46201","6","0","1"
"64618","99.883052","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2496","4","8674","46201","6","0","1"
"64619","99.883052","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2496","5","8675","46202","6","0","1"
"64656","99.939794","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2497","0","8676","46269","7","0","1"
"64659","99.951709","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2497","1","8677","46270","7","0","1"
"64660","99.951709","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2497","2","8678","46270","7","0","1"
"64661","99.951709","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2497","3","8679","46270","7","0","1"
"64662","99.951709","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2497","4","8680","46270","7","0","1"
"64663","99.951709","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2497","5","8681","46271","7","0","1"
"64664","99.951709","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2497","6","8682","46271","7","0","1"
"64717","100.012129","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2498","0","8683","46334","6","0","1"
"64718","100.012129","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2498","1","8684","46335","6","0","1"
"64719","100.012129","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2498","2","8685","46336","6","0","1"
"64720","100.012129","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2498","3","8686","46336","6","0","1"
"64721","100.012129","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2498","4","8687","46336","6","0","1"
"64722","100.012199","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2498","5","8688","46336","6","0","1"
"64749","100.073099","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2499","0","8689","46401","7","0","1"
"64750","100.073099","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2499","1","8690","46402","7","0","1"
"64755","100.082100","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2499","2","8691","46402","7","0","1"
"64756","100.082100","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2499","3","8692","46402","7","0","1"
"64757","100.082100","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2499","4","8693","46402","7","0","1"
"64758","100.082100","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2499","5","8694","46403","7","0","1"
"64759","100.082101","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2499","6","8695","46403","7","0","1"
"64798","100.140137","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2500","0","8696","46462","7","0","1"
"64801","100.152281","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2500","1","8697","46462","7","0","1"
"64802","100.152281","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2500","2","8698","46463","7","0","1"
"64803","100.152281","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2500","3","8699","46463","7","0","1"
"64804","100.152281","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2500","4","8700","46463","7","0","1"
"64805","100.152282","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2500","5","8701","46464","7","0","1"
"64806","100.152282","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2500","6","8702","46465","7","0","1"
"64869","100.241171","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2501","0","8703","46527","6","0","1"
"64870","100.241171","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2501","1","8704","46528","6","0","1"
"64871","100.241171","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2501","2","8705","46528","6","0","1"
"64872","100.241171","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2501","3","8706","46529","6","0","1"
"64873","100.241171","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2501","4","8707","46529","6","0","1"
"64874","100.241263","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2501","5","8708","46529","6","0","1"
"64888","100.272046","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2502","0","8709","46598","6","0","1"
"64889","100.272046","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2502","1","8710","46598","6","0","1"
"64890","100.272046","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2502","2","8711","46599","6","0","1"
"64891","100.272046","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2502","3","8712","46599","6","0","1"
"64892","100.272046","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2502","4","8713","46599","6","0","1"
"64895","100.280053","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2502","5","8714","46599","6","0","1"
"64945","100.339790","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2503","0","8715","46667","6","0","1"
"64946","100.339791","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2503","1","8716","46668","6","0","1"
"64947","100.339791","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2503","2","8717","46669","6","0","1"
"64950","100.353105","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2503","3","8718","46669","6","0","1"
"64951","100.353105","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2503","4","8719","46669","6","0","1"
"64952","100.353106","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2503","5","8720","46669","6","0","1"
"64979","100.412352","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2504","0","8721","46730","5","0","1"
"64980","100.412352","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2504","1","8722","46731","5","0","1"
"64981","100.412352","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2504","2","8723","46731","5","0","1"
"65000","100.412507","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2504","3","8724","46731","5","0","1"
"65001","100.412508","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2504","4","8725","46732","5","0","1"
"65023","100.460069","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2505","0","8726","46789","6","0","1"
"65024","100.460069","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2505","1","8727","46789","6","0","1"
"65025","100.460069","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2505","2","8728","46789","6","0","1"
"65028","100.472975","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2505","3","8729","46789","6","0","1"
"65029","100.472975","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2505","4","8730","46789","6","0","1"
"65030","100.472975","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2505","5","8731","46789","6","0","1"
"65070","100.532103","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2506","0","8732","46858","6","0","1"
"65071","100.532103","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2506","1","8733","46858","6","0","1"
"65072","100.532103","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2506","2","8734","46859","6","0","1"
"65073","100.532103","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2506","3","8735","46859","6","0","1"
"65074","100.532103","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2506","4","8736","46859","6","0","1"
"65079","100.540292","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2506","5","8737","46859","6","0","1"
"65108","100.599626","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2507","0","8738","46929","6","0","1"
"65110","100.612205","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2507","1","8739","46930","6","0","1"
"65111","100.612205","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2507","2","8740","46930","6","0","1"
"65112","100.612206","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2507","3","8741","46930","6","0","1"
"65126","100.612349","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2507","4","8742","46930","6","0","1"
"65128","100.612350","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2507","5","8743","46931","6","0","1"
"65142","100.660239","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2508","0","8744","46986","6","0","1"
"65143","100.660239","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2508","1","8745","46987","6","0","1"
"65144","100.660240","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2508","2","8746","46988","6","0","1"
"65145","100.660240","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2508","3","8747","46988","6","0","1"
"65147","100.673136","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2508","4","8748","46989","6","0","1"
"65152","100.673137","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2508","5","8749","46989","6","0","1"
"65206","100.752361","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2509","0","8750","47052","6","0","1"
"65207","100.752361","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2509","1","8751","47052","6","0","1"
"65208","100.752361","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2509","2","8752","47053","6","0","1"
"65209","100.752361","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2509","3","8753","47053","6","0","1"
"65210","100.752361","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2509","4","8754","47053","6","0","1"
"65211","100.752362","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2509","5","8755","47054","6","0","1"
"65236","100.802197","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2510","0","8756","47122","6","0","1"
"65237","100.802198","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2510","1","8757","47123","6","0","1"
"65238","100.802198","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2510","2","8758","47123","6","0","1"
"65239","100.802198","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2510","3","8759","47123","6","0","1"
"65245","100.802290","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2510","4","8760","47124","6","0","1"
"65246","100.802290","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2510","5","8761","47124","6","0","1"
"65290","100.862190","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2511","0","8762","47184","6","0","1"
"65291","100.862191","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2511","1","8763","47185","6","0","1"
"65292","100.862191","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2511","2","8764","47185","6","0","1"
"65293","100.862191","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2511","3","8765","47185","6","0","1"
"65296","100.862191","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2511","4","8766","47185","6","0","1"
"65297","100.862191","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2511","5","8767","47186","6","0","1"
"65342","100.921700","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2512","0","8768","47251","6","0","1"
"65345","100.933176","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2512","1","8769","47252","6","0","1"
"65346","100.933176","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2512","2","8770","47252","6","0","1"
"65347","100.933176","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2512","3","8771","47252","6","0","1"
"65349","100.933177","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2512","4","8772","47253","6","0","1"
"65350","100.933177","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2512","5","8773","47253","6","0","1"
"65378","100.992086","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2513","0","8774","47319","6","0","1"
"65379","100.992086","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2513","1","8775","47320","6","0","1"
"65380","100.992086","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2513","2","8776","47320","6","0","1"
"65383","101.003271","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2513","3","8777","47321","6","0","1"
"65385","101.003271","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2513","4","8778","47321","6","0","1"
"65388","101.003272","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2513","5","8779","47321","6","0","1"
"65437","101.062375","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2514","0","8780","47385","6","0","1"
"65438","101.062376","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2514","1","8781","47385","6","0","1"
"65439","101.062376","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2514","2","8782","47386","6","0","1"
"65440","101.062376","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2514","3","8783","47386","6","0","1"
"65441","101.062376","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2514","4","8784","47386","6","0","1"
"65442","101.062376","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2514","5","8785","47386","6","0","1"
"65486","101.133287","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2515","0","8786","47453","6","0","1"
"65487","101.133287","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2515","1","8787","47454","6","0","1"
"65488","101.133287","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2515","2","8788","47454","6","0","1"
"65489","101.133287","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2515","3","8789","47455","6","0","1"
"65490","101.133287","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2515","4","8790","47455","6","0","1"
"65491","101.133287","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2515","5","8791","47455","6","0","1"
"65517","101.192095","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2516","0","8792","47519","6","0","1"
"65518","101.192095","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2516","1","8793","47520","6","0","1"
"65519","101.192096","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2516","2","8794","47520","6","0","1"
"65522","101.203109","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2516","3","8795","47521","6","0","1"
"65523","101.203110","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2516","4","8796","47521","6","0","1"
"65529","101.203110","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2516","5","8797","47521","6","0","1"
"65572","101.262280","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2517","0","8798","47586","6","0","1"
"65573","101.262280","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2517","1","8799","47587","6","0","1"
"65574","101.262280","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2517","2","8800","47587","6","0","1"
"65575","101.262280","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2517","3","8801","47587","6","0","1"
"65576","101.262280","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2517","4","8802","47587","6","0","1"
"65577","101.262280","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2517","5","8803","47588","6","0","1"
"65625","101.332632","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2518","0","8804","47652","6","0","1"
"65626","101.332633","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2518","1","8805","47653","6","0","1"
"65627","101.332633","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2518","2","8806","47653","6","0","1"
"65628","101.332633","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2518","3","8807","47653","6","0","1"
"65629","101.332633","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2518","4","8808","47654","6","0","1"
"65630","101.332633","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2518","5","8809","47654","6","0","1"
"65692","101.412254","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2519","0","8810","47717","5","0","1"
"65693","101.412254","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2519","1","8811","47718","5","0","1"
"65694","101.412254","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2519","2","8812","47718","5","0","1"
"65698","101.422290","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2519","3","8813","47719","5","0","1"
"65699","101.422290","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2519","4","8814","47719","5","0","1"
"65719","101.460126","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2520","0","8815","47785","6","0","1"
"65720","101.460127","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2520","1","8816","47785","6","0","1"
"65721","101.460127","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2520","2","8817","47786","6","0","1"
"65722","101.460127","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2520","3","8818","47786","6","0","1"
"65723","101.460127","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2520","4","8819","47787","6","0","1"
"65727","101.472055","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2520","5","8820","47787","6","0","1"
"65770","101.533152","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2521","0","8821","47851","6","0","1"
"65771","101.533152","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2521","1","8822","47852","6","0","1"
"65772","101.533152","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2521","2","8823","47852","6","0","1"
"65773","101.533152","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2521","3","8824","47852","6","0","1"
"65775","101.533152","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2521","4","8825","47853","6","0","1"
"65776","101.533153","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2521","5","8826","47853","6","0","1"
"65794","101.592504","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2522","0","8827","47911","6","0","1"
"65795","101.592505","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2522","1","8828","47911","6","0","1"
"65796","101.592505","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2522","2","8829","47912","6","0","1"
"65797","101.592505","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2522","3","8830","47912","6","0","1"
"65798","101.592505","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2522","4","8831","47913","6","0","1"
"65799","101.592505","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2522","5","8832","47913","6","0","1"
"65845","101.651880","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2523","0","8833","47978","6","0","1"
"65846","101.651880","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2523","1","8834","47979","6","0","1"
"65847","101.651880","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2523","2","8835","47979","6","0","1"
"65848","101.651880","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2523","3","8836","47979","6","0","1"
"65853","101.659993","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2523","4","8837","47979","6","0","1"
"65854","101.659993","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2523","5","8838","47979","6","0","1"
"65901","101.720307","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2524","0","8839","48045","6","0","1"
"65902","101.720307","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2524","1","8840","48046","6","0","1"
"65903","101.720308","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2524","2","8841","48047","6","0","1"
"65904","101.720308","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2524","3","8842","48047","6","0","1"
"65905","101.720308","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2524","4","8843","48048","6","0","1"
"65909","101.733312","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2524","5","8844","48048","6","0","1"
"65941","101.792129","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2525","0","8845","48114","16","0","0"
"65942","101.792130","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2525","1","8846","48115","16","0","0"
"65943","101.792130","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2525","2","8847","48117","16","0","0"
"65944","101.792130","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2525","3","8848","48117","16","0","0"
"65945","101.792130","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2525","4","8849","48117","16","0","0"
"65946","101.792130","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2525","5","8850","48117","16","0","0"
"65947","101.792130","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2525","6","8851","48118","16","0","0"
"65948","101.792130","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2525","7","8852","48118","16","0","0"
"65949","101.792225","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2525","8","8853","48118","16","0","0"
"65950","101.792226","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2525","9","8854","48118","16","0","0"
"65954","101.792226","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2525","10","8855","48118","16","0","0"
"65955","101.792226","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2525","11","8856","48118","16","0","0"
"65956","101.792226","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2525","12","8857","48118","16","0","0"
"65957","101.792287","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2525","13","8858","48118","16","0","0"
"65958","101.792287","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2525","14","8859","48118","16","0","0"
"65959","101.792287","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2525","15","8860","48119","16","0","0"
"66000","101.852136","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2526","0","8861","48178","5","0","1"
"66001","101.852137","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2526","1","8862","48179","5","0","1"
"66002","101.852137","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2526","2","8863","48180","5","0","1"
"66006","101.862233","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2526","3","8864","48181","5","0","1"
"66009","101.862234","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2526","4","8865","48181","5","0","1"
"66053","101.922971","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2527","0","8866","48243","6","0","1"
"66056","101.922972","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2527","1","8867","48243","6","0","1"
"66057","101.922972","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2527","2","8868","48244","6","0","1"
"66058","101.922972","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2527","3","8869","48244","6","0","1"
"66059","101.922972","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2527","4","8870","48244","6","0","1"
"66060","101.922972","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2527","5","8871","48244","6","0","1"
"66082","101.980413","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2528","0","8872","48309","6","0","1"
"66083","101.980413","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2528","1","8873","48310","6","0","1"
"66085","101.993105","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2528","2","8874","48310","6","0","1"
"66086","101.993105","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2528","3","8875","48311","6","0","1"
"66087","101.993105","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2528","4","8876","48312","6","0","1"
"66088","101.993105","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2528","5","8877","48313","6","0","1"
"66170","102.120462","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2529","0","8878","48379","6","0","1"
"66171","102.120462","58.211.82.170","192.168.1.2","UDP1.VIDEO4","2529","1","8879","48380","6","0","1"
